net,length_um
net1088,113.22µm
net1708,113.22µm
net384,113.17µm
net1286,113.17µm
_01775_,113.12µm
net359,113.12µm
_01365_,112.81µm
net1476,112.81µm
net2739,112.73µm
net2129,112.71µm
_00502_,112.66µm
_00868_,112.66µm
wrapper_inst.digital_domain_inst.cfg_phase270_offset_y\[19\],112.66µm
net455,112.66µm
net633,112.66µm
net1268,112.66µm
net1272,112.66µm
net1978,112.66µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_y\[9\],112.61µm
net670,112.61µm
net1643,112.61µm
_05343_,112.56µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_y\[11\],112.56µm
net1038,112.56µm
net537,112.15µm
net2574,112.15µm
net166,112.1µm
net781,112.1µm
net1154,112.1µm
net1985,112.1µm
net2675,112.05µm
net454,112.05µm
net1248,112.05µm
net2575,112.05µm
_02083_,112µm
_05903_,112µm
net490,112µm
net639,112µm
net2057,112µm
net1263,111.59µm
net1383,111.59µm
_03498_,111.54µm
_05740_,111.54µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[14\],111.54µm
_00662_,111.49µm
_00770_,111.49µm
_02338_,111.49µm
wrapper_inst.digital_domain_inst.spi_regs_inst.rx_shift\[5\],111.49µm
net1519,111.49µm
net1778,111.44µm
mems_drv_x_OUT,111.41µm
net1246,111.13µm
_03573_,111.03µm
net78,110.98µm
net1004,110.98µm
net1799,110.98µm
read_en_OUT,110.97µm
_03564_,110.93µm
net674,110.93µm
net943,110.93µm
net1090,110.93µm
_00744_,110.57µm
_00583_,110.52µm
net1201,110.52µm
_05199_,110.47µm
comp_y,110.43µm
_03974_,110.42µm
wrapper_inst.digital_domain_inst.cfg_phase0_offset_x\[7\],110.42µm
net140,110.42µm
net825,110.42µm
net1626,110.42µm
net2033,110.42µm
_00663_,110.37µm
_04423_,110.37µm
net637,110.37µm
net1187,110.37µm
net1205,110.37µm
net1384,110.37µm
net1811,110.32µm
_04440_,110.29µm
net1338,109.91µm
_01360_,109.86µm
net887,109.86µm
net1380,109.86µm
net1445,109.86µm
net2144,109.86µm
net2155,109.86µm
net96,109.81µm
net2022,109.81µm
net293,109.76µm
net783,109.76µm
net2742,109.52µm
_01166_,109.5µm
net1210,109.35µm
net2664,109.325µm
_00633_,109.3µm
_04473_,109.3µm
net436,109.3µm
net446,109.3µm
net1900,109.3µm
net1911,109.3µm
comp_x,109.29µm
_03479_,109.25µm
_05491_,109.25µm
net611,109.25µm
net857,109.25µm
net2109,109.25µm
net2532,109.25µm
net2658,109.205µm
net2735,109.16µm
net466,108.94µm
net2717,108.935µm
net2743,108.92µm
_02920_,108.89µm
_01110_,108.79µm
net1795,108.79µm
_05044_,108.74µm
net513,108.74µm
net1487,108.74µm
net2710,108.72µm
_03559_,108.69µm
_04429_,108.69µm
net34,108.69µm
net834,108.69µm
net748,108.64µm
net2666,108.59µm
net2732,108.58µm
net2661,108.55µm
wrapper_inst.digital_domain_inst.spi_regs_inst.rx_shift\[2\],108.38µm
net1538,108.28µm
net2103,108.28µm
wrapper_inst.digital_domain_inst.boot_complete,108.23µm
net88,108.23µm
net1356,108.23µm
net1780,108.23µm
net2188,108.23µm
net2304,108.23µm
net2715,108.22µm
net61,108.18µm
net519,108.18µm
net890,108.18µm
net2140,108.18µm
net2207,108.18µm
net2447,108.18µm
net2709,108.175µm
_00693_,108.13µm
_03438_,108.13µm
_03496_,108.13µm
wrapper_inst.digital_domain_inst.cfg_phase90_offset_x\[12\],108.13µm
wrapper_inst.digital_domain_inst.spi_regs_inst.reg_wr_addr\[2\],108.13µm
net448,108.12µm
net2708,108.09µm
net2694,108.045µm
net2688,107.915µm
_05886_,107.9µm
net2668,107.84µm
_01605_,107.77µm
net2660,107.73µm
net2690,107.71µm
wrapper_inst.digital_domain_inst.wave_controller_x_inst.wave_cycle_cnt\[0\],107.67µm
net1242,107.67µm
net1290,107.67µm
net1646,107.67µm
net2336,107.67µm
net2714,107.66µm
wrapper_inst.digital_domain_inst.cfg_phase0_offset_x\[4\],107.62µm
net1089,107.62µm
net2053,107.62µm
_04127_,107.57µm
_05249_,107.57µm
_05356_,107.57µm
_05539_,107.57µm
wrapper_inst.digital_domain_inst.raw_edge1_y\[14\],107.57µm
net198,107.57µm
net1222,107.57µm
net1398,107.57µm
net2241,107.57µm
net2635,107.57µm
net2701,107.54µm
net2346,107.52µm
net2444,107.52µm
net2503,107.52µm
net2659,107.35µm
net2695,107.34µm
net2662,107.29µm
net2699,107.29µm
net214,107.29µm
net1167,107.16µm
net2737,107.15µm
net2704,107.15µm
_00736_,107.11µm
_03179_,107.11µm
_04860_,107.11µm
net390,107.11µm
net442,107.11µm
_00807_,107.06µm
spi_miso_OUT,107.06µm
net1850,107.06µm
_04465_,107.01µm
_05445_,107.01µm
net1823,107.01µm
net2072,107.01µm
net2692,106.96µm
net404,106.96µm
net2681,106.82µm
net2665,106.62µm
net2703,106.59µm
_05073_,106.55µm
net769,106.55µm
net1854,106.55µm
net2693,106.53µm
_06028_,106.5µm
net1229,106.5µm
net1357,106.5µm
net2116,106.5µm
net2655,106.46µm
_00694_,106.45µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[7\],106.45µm
net1831,106.45µm
net2646,106.45µm
_03589_,106.4µm
dir_y_OUT,106.33µm
net1511,106.22µm
wrapper_inst.digital_domain_inst.delay_wave_cycle_x\[4\],106.09µm
_00670_,106.04µm
spi_miso_oe,106.04µm
net2724,106.02µm
_02776_,105.99µm
_05519_,105.99µm
net2723,105.96µm
dir_x_OUT,105.94µm
net2055,105.94µm
net2227,105.94µm
net1898,105.89µm
_04484_,105.84µm
net1134,105.84µm
ref_wave_x_OUT,105.76µm
net2684,105.7µm
net2738,105.7µm
net2689,105.66µm
spi_sclk,105.64µm
net2731,105.57µm
net2705,105.57µm
net2686,105.53µm
net2687,105.49µm
_00748_,105.48µm
_04411_,105.48µm
net1321,105.48µm
net2683,105.47µm
net2741,105.47µm
net2656,105.455µm
_05563_,105.43µm
spi_cs_n,105.4µm
_03459_,105.38µm
net2736,105.38µm
net884,105.38µm
net2712,105.3µm
_03458_,105.28µm
_03569_,105.28µm
move_en_x_OUT,105.28µm
net2663,105.25µm
net,105.19µm
spi_mosi,105.06µm
net2700,105.045µm
net1671,104.97µm
net2685,104.935µm
wrapper_inst.digital_domain_inst.raw_edge1_x\[15\],104.92µm
net2349,104.92µm
_01640_,104.87µm
net1946,104.87µm
_00740_,104.82µm
net313,104.82µm
net1728,104.82µm
net2719,104.775µm
_05811_,104.77µm
net1452,104.77µm
net2249,104.77µm
net2300,104.77µm
net2691,104.735µm
_05698_,104.72µm
net17,104.72µm
net1806,104.72µm
net1924,104.72µm
net2044,104.72µm
net2697,104.655µm
net2667,104.495µm
ref_wave_y_OUT,104.41µm
wrapper_inst.digital_domain_inst.raw_edge1_y\[6\],104.36µm
net1650,104.36µm
net636,104.31µm
net2657,104.3µm
_03965_,104.26µm
_04460_,104.26µm
net62,104.21µm
net861,104.21µm
_03514_,104.16µm
net239,104.16µm
net2702,104.13µm
net2713,104.09µm
net2725,104.08µm
rst_n,104.07µm
net2740,104.02µm
net2721,104.02µm
net2652,103.905µm
net1245,103.85µm
net2733,103.84µm
net225,103.75µm
net415,103.75µm
net1684,103.75µm
_01639_,103.7µm
net910,103.7µm
net1048,103.7µm
wrapper_inst.digital_domain_inst.raw_edge3_x\[18\],103.6µm
net245,103.6µm
net2718,103.59µm
net2711,103.38µm
_04276_,103.29µm
net651,103.29µm
net2682,103.285µm
net1853,103.19µm
net1925,103.19µm
net692,103.14µm
net1557,103.14µm
net1659,103.14µm
net1904,103.14µm
net2720,103.11µm
_01669_,103.09µm
net407,103.09µm
net1019,103.09µm
net1221,103.09µm
net1933,103.09µm
_03513_,103.04µm
_05501_,103.04µm
net548,103.04µm
net1845,103.04µm
net2730,102.78µm
_01372_,102.73µm
net1002,102.7µm
_01149_,102.68µm
net2722,102.68µm
_05075_,102.63µm
net423,102.63µm
net1390,102.63µm
net1735,102.63µm
_00604_,102.58µm
net2301,102.58µm
_05258_,102.53µm
net99,102.53µm
net575,102.53µm
net933,102.53µm
net2010,102.53µm
net2189,102.53µm
net2522,102.53µm
net2593,102.53µm
net1459,102.48µm
_05438_,102.07µm
net53,102.07µm
net435,102.07µm
clknet_leaf_5_clk,102.07µm
_05487_,102.02µm
wrapper_inst.digital_domain_inst.spi_regs_inst.rx_shift\[1\],102.02µm
wrapper_inst.digital_domain_inst.spi_regs_inst.rx_shift\[4\],102.02µm
net896,102.02µm
net1317,102.02µm
net1344,102.02µm
_04711_,101.97µm
_05035_,101.97µm
net280,101.97µm
net322,101.97µm
net1014,101.97µm
net1260,101.97µm
net1423,101.97µm
net1815,101.97µm
net2256,101.97µm
_02916_,101.92µm
_05714_,101.92µm
net18,101.92µm
net1789,101.92µm
_00752_,101.51µm
_05490_,101.51µm
wrapper_inst.digital_domain_inst.raw_edge1_y\[4\],101.51µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.cal_burst_active,101.51µm
net903,101.51µm
wrapper_inst.digital_domain_inst.cfg_phase0_offset_y\[9\],101.46µm
net755,101.46µm
_03584_,101.41µm
net124,101.41µm
net870,101.41µm
net898,101.41µm
_05333_,101.36µm
_04675_,100.95µm
net875,100.95µm
net1299,100.95µm
net1364,100.95µm
net1707,100.95µm
net577,100.9µm
net586,100.9µm
net865,100.9µm
net1162,100.9µm
net1449,100.9µm
net1649,100.9µm
net2540,100.9µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_y\[2\],100.85µm
wrapper_inst.digital_domain_inst.cfg_phase90_offset_x\[5\],100.85µm
net180,100.85µm
net1086,100.85µm
net1314,100.85µm
net1360,100.85µm
_05488_,100.8µm
net550,100.8µm
net157,100.39µm
_00674_,100.34µm
_01139_,100.34µm
wrapper_inst.digital_domain_inst.cfg_phase270_offset_y\[5\],100.34µm
wrapper_inst.digital_domain_inst.raw_edge2_y\[20\],100.34µm
net841,100.34µm
net1052,100.34µm
net2225,100.34µm
net1437,100.29µm
net1794,100.29µm
net2192,100.29µm
net41,100.24µm
net579,100.24µm
net1107,100.12µm
net2586,100.01µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[1\],99.83µm
net2422,99.78µm
_05307_,99.73µm
_05935_,99.73µm
net452,99.73µm
net1262,99.73µm
net2122,99.73µm
net2274,99.73µm
_03484_,99.68µm
_04415_,99.68µm
_05861_,99.68µm
_05943_,99.68µm
net339,99.68µm
net867,99.68µm
net2617,99.68µm
clknet_leaf_38_clk,99.32µm
net2223,99.27µm
net2287,99.27µm
net2334,99.27µm
_05105_,99.22µm
net409,99.22µm
net560,99.22µm
net1731,99.22µm
net1818,99.22µm
net2583,99.22µm
net1158,99.17µm
net1252,99.17µm
net2383,99.17µm
net2520,99.17µm
net2587,99.17µm
_00914_,99.12µm
_05342_,99.12µm
net2224,99.12µm
_00718_,98.81µm
net374,98.76µm
net764,98.76µm
net1065,98.71µm
net273,98.66µm
net458,98.66µm
net2289,98.66µm
net559,98.61µm
net762,98.61µm
net2018,98.61µm
net2237,98.61µm
net2254,98.61µm
net2306,98.61µm
_05257_,98.56µm
net354,98.56µm
net1975,98.56µm
net2198,98.56µm
net334,98.25µm
_03623_,98.2µm
net189,98.2µm
_05440_,98.1µm
net950,98.1µm
net1185,98.1µm
net2204,98.1µm
_01900_,98.05µm
net418,98.05µm
net2205,98.05µm
net1418,98µm
net1817,98µm
net2648,98µm
net486,97.97µm
net2305,97.59µm
net2426,97.59µm
_00737_,97.54µm
_01222_,97.54µm
_02065_,97.49µm
net634,97.49µm
net1128,97.49µm
net2297,97.49µm
net2430,97.49µm
wrapper_inst.digital_domain_inst.spi_regs_inst.mosi_sync\[1\],97.44µm
_05938_,97.42µm
net1160,97.08µm
net1830,97.08µm
net2282,97.08µm
_00726_,97.03µm
_03315_,97.03µm
_04372_,96.98µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[9\],96.98µm
net500,96.98µm
net1057,96.98µm
net2452,96.98µm
_03557_,96.93µm
net668,96.93µm
net859,96.93µm
net1041,96.93µm
net1982,96.93µm
net2345,96.93µm
net2442,96.93µm
net1168,96.88µm
wrapper_inst.digital_domain_inst.signal_processor_x_inst.cycle_count\[0\],96.52µm
_01145_,96.47µm
wrapper_inst.digital_domain_inst.wave_controller_x_inst.wave_cycle_cnt\[6\],96.47µm
net2272,96.47µm
_01704_,96.42µm
_03942_,96.42µm
net524,96.42µm
net1430,96.42µm
net1640,96.42µm
net1949,96.42µm
net2543,96.42µm
net2333,96.37µm
_01569_,96.32µm
_05365_,96.32µm
net584,96.32µm
net788,96.32µm
net1218,96.32µm
net533,96.13µm
_01167_,95.96µm
_01715_,95.91µm
wrapper_inst.digital_domain_inst.delay_wave_cycle_y\[5\],95.91µm
net1819,95.91µm
net1600,95.86µm
net1863,95.86µm
net1951,95.86µm
_03144_,95.81µm
_05882_,95.81µm
net210,95.81µm
net472,95.81µm
_02980_,95.76µm
net527,95.76µm
net1191,95.76µm
_05900_,95.3µm
net654,95.3µm
_05828_,95.25µm
net1779,95.25µm
net1932,95.25µm
net2286,95.25µm
net2427,95.25µm
net216,95.2µm
net2213,95.2µm
net2634,95.2µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[7\],94.94µm
net1891,94.89µm
_00559_,94.84µm
net408,94.84µm
net1429,94.84µm
wrapper_inst.digital_domain_inst.spi_regs_inst.state_o\[2\],94.79µm
net1674,94.79µm
net1906,94.79µm
net1943,94.79µm
net1791,94.74µm
net2191,94.74µm
net1656,94.69µm
net1993,94.69µm
_04459_,94.64µm
net946,94.64µm
net1959,94.64µm
wrapper_inst.digital_domain_inst.raw_edge1_x\[1\],94.28µm
net1886,94.28µm
net2431,94.23µm
net766,94.18µm
net161,94.13µm
net288,94.13µm
_02998_,94.08µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[20\],94.08µm
net344,94.08µm
net1311,94.08µm
net2054,94.08µm
net2250,94.08µm
net1331,93.9µm
net492,93.67µm
net2193,93.67µm
_00504_,93.63µm
_01670_,93.62µm
_05373_,93.62µm
net1551,93.62µm
_00505_,93.57µm
_04892_,93.57µm
net714,93.57µm
net1416,93.57µm
_00530_,93.52µm
net836,93.52µm
net1084,93.52µm
net2374,93.52µm
net2341,93.21µm
_00637_,93.16µm
net1319,93.16µm
_01718_,93.11µm
_03440_,93.11µm
net338,93.11µm
net1287,93.11µm
net1596,93.11µm
net2337,93.11µm
_03969_,93.06µm
net405,93.06µm
net510,93.01µm
net1203,93.01µm
net1796,93.01µm
net1106,92.96µm
net1585,92.96µm
_01587_,92.6µm
_04226_,92.55µm
wrapper_inst.digital_domain_inst.wave_controller_x_inst.wave_cycle_cnt\[5\],92.55µm
net1775,92.55µm
net2025,92.55µm
_00862_,92.5µm
_05308_,92.5µm
net1896,92.5µm
_02755_,92.45µm
wrapper_inst.digital_domain_inst.wave_controller_x_inst.phase_acc\[3\],92.45µm
net1958,92.45µm
net1973,92.45µm
_00673_,92.4µm
_03482_,92.4µm
_05671_,92.4µm
net283,92.09µm
_04478_,91.99µm
net1447,91.99µm
net2378,91.99µm
_01666_,91.94µm
net142,91.94µm
net661,91.94µm
net772,91.94µm
net1540,91.94µm
_00727_,91.89µm
net1520,91.89µm
net2479,91.89µm
_04489_,91.84µm
net684,91.63µm
net1859,91.53µm
wrapper_inst.digital_domain_inst.wave_controller_x_inst.wave_cycle_cnt\[2\],91.43µm
net72,91.43µm
net475,91.43µm
net1323,91.43µm
_00671_,91.38µm
net1204,91.38µm
net1278,91.38µm
net1374,91.38µm
net1632,91.38µm
_03502_,91.28µm
net6,91.28µm
net274,91.28µm
net1274,90.87µm
net2281,90.87µm
net2441,90.87µm
_02515_,90.82µm
_04876_,90.82µm
_06031_,90.82µm
wrapper_inst.digital_domain_inst.cfg_phase90_offset_x\[7\],90.82µm
net1647,90.82µm
_03528_,90.77µm
_01956_,90.72µm
_04852_,90.72µm
net2171,90.72µm
_00857_,90.41µm
_00820_,90.36µm
net406,90.31µm
_01702_,90.26µm
_04452_,90.26µm
_05098_,90.26µm
net130,90.26µm
net1059,90.26µm
net1603,90.26µm
net2141,90.26µm
net2258,90.26µm
net2390,90.26µm
_02264_,90.21µm
_03452_,90.21µm
net32,90.21µm
net1358,90.16µm
net2596,90.16µm
net2604,90.16µm
net1732,90.03µm
_00750_,89.85µm
_01652_,89.85µm
net1376,89.85µm
net1148,89.75µm
net2517,89.75µm
_00669_,89.7µm
_05747_,89.7µm
net1752,89.7µm
net2347,89.7µm
_03070_,89.65µm
net756,89.65µm
net2321,89.65µm
net679,89.6µm
net590,89.58µm
_00742_,89.29µm
net702,89.29µm
_04698_,89.24µm
wrapper_inst.digital_domain_inst.cfg_phase270_offset_y\[1\],89.24µm
net473,89.24µm
net851,89.24µm
net2527,89.19µm
_01249_,89.14µm
_05666_,89.14µm
_05706_,89.14µm
net1171,89.14µm
net2251,89.14µm
net2483,89.14µm
_05725_,89.09µm
net743,89.09µm
_00970_,89.04µm
net719,89.04µm
net842,89.04µm
_04878_,88.83µm
_01677_,88.68µm
net1382,88.68µm
_00624_,88.63µm
net1121,88.63µm
net2508,88.63µm
wrapper_inst.digital_domain_inst.cfg_phase270_offset_x\[13\],88.58µm
net135,88.58µm
net1424,88.58µm
net2504,88.58µm
net2592,88.58µm
_01416_,88.53µm
net1355,88.53µm
net1783,88.53µm
net1965,88.53µm
_05347_,88.48µm
_05739_,88.48µm
net229,88.48µm
_05180_,88.37µm
net624,88.12µm
net1714,88.12µm
net908,88.07µm
net623,88.02µm
_04433_,87.97µm
net396,87.97µm
net1313,87.97µm
net1857,87.97µm
net2077,87.97µm
net1661,87.92µm
net203,87.74µm
_00680_,87.56µm
_00691_,87.51µm
net1798,87.51µm
_01366_,87.46µm
_04058_,87.46µm
net1166,87.46µm
_01271_,87.41µm
_05773_,87.41µm
_05925_,87.41µm
net149,87.41µm
net909,87.41µm
net989,87.41µm
net1347,87.41µm
net1450,87.41µm
net2450,87.41µm
_04250_,87.15µm
net976,87µm
_02098_,86.95µm
net1042,86.95µm
net1251,86.95µm
wrapper_inst.digital_domain_inst.spi_regs_inst.bit_cnt\[0\],86.9µm
net1601,86.9µm
_03455_,86.85µm
net497,86.85µm
net1683,86.85µm
net2484,86.85µm
net2603,86.85µm
_03154_,86.8µm
wrapper_inst.digital_domain_inst.spi_regs_inst.reg_wr_addr\[0\],86.8µm
net94,86.8µm
net1432,86.8µm
net276,86.44µm
_03199_,86.39µm
_06032_,86.39µm
net1814,86.39µm
net1840,86.39µm
net1910,86.39µm
wrapper_inst.digital_domain_inst.raw_edge2_y\[17\],86.34µm
net31,86.34µm
net450,86.34µm
net1241,86.34µm
net1701,86.29µm
net2083,86.29µm
_03668_,86.24µm
_05840_,86.24µm
net1657,86.24µm
_03621_,85.88µm
net1651,85.88µm
net2350,85.88µm
_00725_,85.83µm
_03655_,85.83µm
_03894_,85.83µm
_05665_,85.83µm
net2637,85.83µm
_02005_,85.78µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_x\[11\],85.78µm
net1271,85.78µm
net2220,85.78µm
net2641,85.78µm
net59,85.73µm
net2647,85.73µm
_02978_,85.68µm
net1028,85.68µm
_00746_,85.32µm
net662,85.32µm
net1486,85.32µm
_00836_,85.27µm
wrapper_inst.digital_domain_inst.cfg_phase0_offset_y\[6\],85.27µm
net638,85.27µm
net1726,85.27µm
net1895,85.27µm
_05119_,85.22µm
_05397_,85.22µm
net144,85.22µm
net182,85.22µm
net1824,85.22µm
net2145,85.22µm
_00660_,85.17µm
_03331_,85.17µm
_05703_,85.17µm
_06025_,85.17µm
net76,85.17µm
_03523_,85.12µm
_03892_,85.12µm
net2618,85.12µm
_00864_,84.92µm
_00665_,84.76µm
wrapper_inst.digital_domain_inst.cfg_phase0_offset_x\[5\],84.71µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[4\],84.71µm
_04476_,84.66µm
wrapper_inst.digital_domain_inst.raw_edge2_x\[6\],84.66µm
net292,84.66µm
net1049,84.66µm
net1177,84.66µm
_00937_,84.61µm
_03576_,84.61µm
_03984_,84.61µm
net186,84.61µm
net1713,84.61µm
net2264,84.61µm
net2477,84.61µm
net2565,84.61µm
_05983_,84.56µm
net1700,84.56µm
net1676,84.2µm
net2384,84.15µm
_00813_,84.1µm
_02936_,84.05µm
_03174_,84.05µm
_05360_,84.05µm
net183,84.05µm
net1809,84µm
net2066,84µm
_01319_,83.64µm
net1662,83.64µm
wrapper_inst.digital_domain_inst.delay_wave_cycle_x\[3\],83.59µm
net358,83.59µm
_03472_,83.54µm
_04975_,83.54µm
net57,83.54µm
net1339,83.54µm
net2303,83.54µm
_01836_,83.49µm
_02934_,83.49µm
_05230_,83.49µm
net92,83.49µm
_05715_,83.44µm
net234,83.44µm
net936,83.44µm
net1994,83.44µm
_00889_,83.03µm
_01665_,83.03µm
_04462_,83.03µm
wrapper_inst.digital_domain_inst.spi_regs_inst.bit_cnt\[2\],83.03µm
_00648_,82.98µm
_05730_,82.98µm
net813,82.98µm
net2329,82.98µm
net2632,82.98µm
_01809_,82.93µm
_04413_,82.93µm
_05094_,82.93µm
_05104_,82.93µm
_05784_,82.93µm
net187,82.93µm
net1439,82.93µm
net1944,82.93µm
net2491,82.93µm
_01332_,82.88µm
_04437_,82.88µm
_05260_,82.88µm
wrapper_inst.digital_domain_inst.raw_edge2_x\[7\],82.88µm
net242,82.88µm
net855,82.88µm
net2615,82.88µm
wrapper_inst.digital_domain_inst.delay_wave_cycle_y\[7\],82.52µm
wrapper_inst.digital_domain_inst.raw_edge2_x\[12\],82.52µm
_02092_,82.47µm
net77,82.47µm
net2356,82.47µm
net253,82.42µm
net1092,82.42µm
_01052_,82.37µm
net1060,82.37µm
_03835_,81.96µm
_04059_,81.96µm
net212,81.91µm
_00589_,81.86µm
_00959_,81.86µm
_03457_,81.86µm
net459,81.86µm
net1460,81.86µm
net1631,81.86µm
net1776,81.86µm
_03649_,81.81µm
_05708_,81.81µm
_05926_,81.81µm
net1082,81.81µm
net1259,81.81µm
net1504,81.81µm
net1827,81.81µm
net2573,81.81µm
net1897,81.4µm
net1927,81.4µm
net683,81.35µm
_00847_,81.3µm
_01930_,81.3µm
net982,81.3µm
net1179,81.3µm
net1425,81.3µm
net1615,81.3µm
_04684_,81.25µm
_02097_,81.2µm
_02333_,81.2µm
_03057_,81.2µm
_03534_,81.2µm
_06027_,81.2µm
net2013,81.2µm
wrapper_inst.digital_domain_inst.signal_processor_x_inst.cycle_count\[1\],80.89µm
net1876,80.89µm
_04877_,80.84µm
net2588,80.84µm
net56,80.79µm
net232,80.79µm
net1800,80.79µm
net2423,80.79µm
_02089_,80.74µm
_03654_,80.74µm
net281,80.74µm
net665,80.74µm
net922,80.74µm
net1533,80.74µm
net1976,80.74µm
_05115_,80.69µm
net247,80.69µm
net443,80.69µm
net1022,80.69µm
net1044,80.69µm
net2385,80.69µm
net2518,80.69µm
_00817_,80.64µm
_02095_,80.64µm
net2080,80.64µm
net2541,80.64µm
_04060_,80.33µm
_05061_,80.33µm
net613,80.28µm
net259,80.18µm
net1293,80.18µm
_01719_,80.13µm
net240,80.13µm
net1716,80.13µm
_02012_,80.08µm
_04275_,80.08µm
net786,80.08µm
net1931,80.08µm
net2375,80.08µm
net312,79.67µm
net417,79.67µm
net893,79.67µm
net912,79.67µm
net1871,79.67µm
_00716_,79.62µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_x\[3\],79.62µm
net588,79.62µm
net660,79.62µm
net1956,79.62µm
net2265,79.62µm
_03771_,79.57µm
net290,79.57µm
net366,79.52µm
_02701_,79.16µm
_02868_,79.16µm
net629,79.16µm
net1677,79.11µm
_04222_,79.06µm
_05942_,79.06µm
net845,79.06µm
net2610,79.06µm
_00690_,79.01µm
_05425_,79.01µm
net1071,79.01µm
_01537_,78.96µm
wrapper_inst.digital_domain_inst.raw_edge2_x\[18\],78.96µm
net451,78.96µm
wrapper_inst.digital_domain_inst.signal_processor_x_inst.s90_valid,78.88µm
net1998,78.64µm
_00822_,78.6µm
_01131_,78.6µm
_04497_,78.6µm
net424,78.6µm
net1079,78.6µm
net1101,78.55µm
_01952_,78.5µm
_03518_,78.5µm
net277,78.5µm
_02036_,78.45µm
_04090_,78.45µm
wrapper_inst.digital_domain_inst.cfg_f_MEMS_fcw_y\[1\],78.45µm
net1296,78.45µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[13\],78.4µm
net1298,78.4µm
net1458,78.4µm
net1083,78.09µm
_05023_,77.99µm
net33,77.99µm
net2332,77.99µm
_00801_,77.94µm
_01594_,77.94µm
net291,77.94µm
net529,77.94µm
net1892,77.94µm
net2550,77.94µm
_01786_,77.89µm
_04128_,77.89µm
net521,77.89µm
net1981,77.89µm
_00880_,77.84µm
_05512_,77.84µm
_05937_,77.84µm
net2424,77.84µm
net2449,77.84µm
net765,77.8µm
wrapper_inst.digital_domain_inst.raw_edge1_x\[11\],77.53µm
wrapper_inst.digital_domain_inst.signal_processor_x_inst.s270_pipe\[3\],77.48µm
net30,77.48µm
net37,77.48µm
net1547,77.48µm
_00923_,77.43µm
_01616_,77.43µm
net429,77.43µm
net1220,77.43µm
net2551,77.43µm
_01213_,77.38µm
wrapper_inst.digital_domain_inst.spi_regs_inst.reg_wr_addr\[1\],77.38µm
net565,77.38µm
net2312,77.38µm
_05091_,77.33µm
net36,77.33µm
_05694_,77.28µm
_03162_,76.97µm
wrapper_inst.digital_domain_inst.spi_regs_inst.rx_shift\[0\],76.92µm
net326,76.92µm
wrapper_inst.digital_domain_inst.raw_edge2_y\[14\],76.87µm
net985,76.87µm
net1842,76.87µm
_00729_,76.82µm
_02756_,76.82µm
net1025,76.82µm
_03980_,76.77µm
net80,76.77µm
net862,76.77µm
net879,76.77µm
net1868,76.77µm
net2159,76.77µm
_01858_,76.72µm
_05796_,76.72µm
net27,76.72µm
wrapper_inst.digital_domain_inst.raw_edge1_x\[4\],76.46µm
_04970_,76.36µm
_00635_,76.31µm
wrapper_inst.digital_domain_inst.cfg_phase270_offset_x\[5\],76.31µm
wrapper_inst.digital_domain_inst.raw_edge1_y\[5\],76.31µm
net91,76.31µm
net295,76.31µm
net617,76.31µm
_01986_,76.26µm
_02949_,76.26µm
_03403_,76.26µm
_06034_,76.26µm
net202,76.26µm
net341,76.26µm
net840,76.26µm
net1625,76.26µm
net1869,76.26µm
net2576,76.26µm
_02449_,76.21µm
net892,76.21µm
net1594,76.21µm
net207,76.16µm
net960,76.16µm
net1058,75.8µm
_01127_,75.75µm
wrapper_inst.digital_domain_inst.wave_controller_y_inst.phase_acc\[8\],75.75µm
net66,75.75µm
net484,75.75µm
net877,75.75µm
net1027,75.75µm
_04989_,75.7µm
wrapper_inst.digital_domain_inst.spi_regs_inst.reg_wr_data\[5\],75.7µm
net127,75.7µm
net1264,75.7µm
_00843_,75.65µm
_05721_,75.65µm
net255,75.65µm
net323,75.65µm
net2403,75.65µm
net2406,75.65µm
net2609,75.65µm
_02745_,75.6µm
_04520_,75.6µm
_05461_,75.6µm
net1015,75.6µm
net1379,75.6µm
net917,75.57µm
net287,75.32µm
wrapper_inst.digital_domain_inst.raw_edge2_y\[10\],75.24µm
net1138,75.24µm
_01641_,75.19µm
net1580,75.19µm
net1790,75.19µm
net1838,75.14µm
_01199_,75.09µm
net70,75.09µm
net2151,75.09µm
net2314,75.09µm
net2454,75.09µm
_02736_,75.04µm
_05878_,75.04µm
_06019_,75.04µm
net1426,75.04µm
net1690,74.78µm
_03641_,74.68µm
