net,length_um
net1757,156.34µm
clknet_leaf_39_clk_regs,156.34µm
_04050_,156.29µm
net493,156.29µm
net1153,156.29µm
clknet_leaf_41_clk_regs,155.98µm
net538,155.93µm
_01453_,155.88µm
net391,155.83µm
net475,155.78µm
_02385_,155.73µm
net1566,155.27µm
net1876,155.27µm
net1763,155.17µm
digital_domain_inst.cfg_phase270_offset_x\[1\],154.76µm
net423,154.71µm
digital_domain_inst.cfg_phase270_offset_x\[2\],154.66µm
net1027,154.05µm
net1492,154.05µm
net1511,154.05µm
net476,154µm
net862,154µm
net1778,154µm
clknet_leaf_23_clk_regs,153.74µm
_02996_,153.59µm
net2111,153.54µm
net504,153.49µm
net613,153.49µm
net1740,153.49µm
_03573_,153.44µm
_03595_,153.44µm
_03716_,153.44µm
net837,153.44µm
_00882_,152.98µm
net510,152.98µm
net2163,152.98µm
net168,152.93µm
net1303,152.88µm
clknet_leaf_5_clk_regs,152.52µm
net319,152.47µm
net904,152.42µm
net1601,152.37µm
net1552,151.91µm
net590,151.86µm
_02312_,151.81µm
net433,151.81µm
_03620_,151.76µm
_04011_,151.76µm
net1541,151.76µm
_00716_,151.45µm
net380,151.45µm
clknet_leaf_16_clk_regs,151.4µm
digital_domain_inst.cfg_phase0_offset_x\[11\],151.35µm
net1899,151.3µm
_04193_,151.2µm
net1296,151.2µm
clknet_leaf_3_clk_regs,150.89µm
net180,150.74µm
net304,150.74µm
net1706,150.74µm
net1857,150.74µm
_02358_,150.69µm
_03970_,150.69µm
digital_domain_inst.spi_regs_inst.rx_shift\[5\],150.69µm
net931,150.69µm
net1387,150.69µm
comp_x,149.89µm
_00698_,149.72µm
digital_domain_inst.cfg_phase0_offset_y\[12\],149.67µm
net728,149.57µm
_00549_,149.06µm
_00563_,149.06µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[13\],149.06µm
net1053,149.06µm
net562,149.01µm
net1305,149.01µm
net1199,148.96µm
net909,148.81µm
_04119_,148.5µm
net539,148.45µm
net1524,148.45µm
net1728,148.45µm
_04046_,148.4µm
net384,148.4µm
net1759,148.17µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[0\],148.14µm
net611,147.94µm
net1773,147.94µm
net185,147.89µm
net1599,147.89µm
net664,147.84µm
net786,147.84µm
net1731,147.84µm
net405,147.66µm
digital_domain_inst.raw_edge2_x\[16\],147.43µm
digital_domain_inst.raw_edge2_x\[19\],147.43µm
net442,147.43µm
digital_domain_inst.cfg_phase90_offset_x\[5\],147.38µm
net541,147.38µm
net930,147.38µm
net1285,147.38µm
digital_domain_inst.raw_edge3_x\[18\],147.33µm
net836,147.28µm
net1595,146.92µm
clknet_leaf_38_clk_regs,146.92µm
_02093_,146.87µm
net1917,146.87µm
_02334_,146.82µm
net1737,146.82µm
_04694_,146.77µm
net1787,146.77µm
_03693_,146.72µm
net518,146.72µm
_04205_,146.31µm
net773,146.31µm
digital_domain_inst.cfg_phase0_offset_x\[1\],146.26µm
digital_domain_inst.cal_timeout_y,146.21µm
net56,146.16µm
net942,146.16µm
clknet_leaf_10_clk_regs,145.8µm
_02634_,145.75µm
net1084,145.75µm
_00986_,145.73µm
net2076,145.7µm
net86,145.65µm
net885,145.6µm
net1679,145.19µm
net1858,145.14µm
_00718_,145.04µm
net1609,145.04µm
_00567_,144.82µm
digital_domain_inst.cfg_phase0_offset_x\[3\],144.78µm
clknet_leaf_27_clk_regs,144.78µm
net2095,144.58µm
net1617,144.53µm
net1975,144.53µm
_03615_,144.48µm
net54,144.48µm
net204,144.48µm
net1206,144.48µm
net1395,144.48µm
net692,144.12µm
clknet_leaf_53_clk_regs,144.12µm
_00048_,143.97µm
net1033,143.97µm
net1564,143.97µm
net489,143.92µm
net809,143.92µm
_00848_,143.74µm
digital_domain_inst.cfg_phase90_offset_y\[10\],143.61µm
clknet_leaf_30_clk_regs,143.61µm
net954,143.51µm
net481,143.46µm
net1642,143.41µm
net395,143.36µm
net558,143.36µm
net1058,143.36µm
net1526,143.36µm
_04681_,143µm
net1413,143µm
net1596,142.95µm
_02038_,142.9µm
digital_domain_inst.cfg_phase0_offset_y\[8\],142.9µm
net1083,142.9µm
_01488_,142.85µm
net1381,142.85µm
net1789,142.49µm
_00779_,142.39µm
net1841,142.39µm
net1034,142.34µm
net1727,142.34µm
_02145_,142.29µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[1\],142.29µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[15\],142.29µm
net769,142.29µm
net884,142.29µm
net1777,142.29µm
net1925,142.29µm
net1340,142.24µm
clknet_leaf_25_clk_regs,141.88µm
_01540_,141.83µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[12\],141.83µm
net425,141.83µm
_01721_,141.78µm
net1943,141.78µm
net1713,141.68µm
net59,141.58µm
clknet_leaf_6_clk_regs,141.42µm
net843,141.37µm
net441,141.22µm
net923,141.22µm
net1397,141.22µm
net1705,141.22µm
net1852,141.22µm
_02088_,141.17µm
_03441_,141.17µm
net559,141.12µm
net318,140.81µm
digital_domain_inst.raw_edge3_x\[7\],140.71µm
net91,140.71µm
net962,140.71µm
_00546_,140.66µm
_00612_,140.66µm
net365,140.66µm
net1996,140.66µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[15\],140.61µm
net466,140.61µm
net1752,140.61µm
digital_domain_inst.raw_edge3_x\[19\],140.56µm
_01464_,140.15µm
net1364,140.1µm
net1385,140.1µm
net1816,140.1µm
digital_domain_inst.cfg_phase0_offset_y\[2\],140.07µm
net1167,140.05µm
net2112,140µm
clknet_leaf_32_clk_regs,139.74µm
net967,139.59µm
net276,139.54µm
net726,139.54µm
net1483,139.54µm
_02452_,139.49µm
clknet_leaf_43_clk_regs,139.49µm
net171,139.44µm
net1262,139.44µm
digital_domain_inst.raw_edge1_x\[8\],139.18µm
net2207,139.13µm
net600,139.03µm
net141,138.98µm
_00784_,138.93µm
net401,138.93µm
net568,138.93µm
net1843,138.93µm
_03891_,138.88µm
net1205,138.88µm
net1497,138.88µm
net458,138.66µm
net1089,138.57µm
net1937,138.57µm
_04151_,138.42µm
net1675,138.42µm
net1856,138.23µm
_02183_,137.86µm
net508,137.86µm
net370,137.81µm
net582,137.81µm
digital_domain_inst.spi_regs_inst.mosi_sync\[1\],137.76µm
net1624,137.35µm
_03717_,137.25µm
digital_domain_inst.raw_edge2_y\[6\],137.25µm
net351,137.25µm
net507,137.25µm
net602,137.25µm
net1836,137.25µm
net1018,137.2µm
net259,136.74µm
net288,136.74µm
net1295,136.74µm
_02793_,136.64µm
net575,136.64µm
net1946,136.64µm
digital_domain_inst.delay_wave_cycle_y\[3\],136.28µm
net1125,136.23µm
net2189,136.23µm
_03435_,136.18µm
net66,136.18µm
net444,136.13µm
net615,136.08µm
net933,136.08µm
net1898,136.08µm
net527,135.67µm
net641,135.67µm
net1046,135.67µm
net1871,135.62µm
_03515_,135.57µm
net457,135.57µm
net1351,135.57µm
net1581,135.57µm
net1723,135.57µm
net1730,135.57µm
net735,135.52µm
net1652,135.52µm
net1753,135.52µm
_01426_,135.11µm
digital_domain_inst.cfg_phase90_offset_x\[11\],135.11µm
net945,135.11µm
_03875_,135.06µm
net366,135.06µm
net820,135.06µm
_00750_,135.01µm
net1339,135.01µm
net2194,135.01µm
net927,134.96µm
net610,134.5µm
net1776,134.45µm
net2211,134.45µm
net52,134.4µm
_01498_,133.99µm
_03885_,133.99µm
digital_domain_inst.cal_phase0_offset_y\[0\],133.94µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[7\],133.94µm
net696,133.94µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[17\],133.89µm
net1657,133.89µm
net1811,133.89µm
net682,133.84µm
net2210,133.84µm
clknet_leaf_9_clk_regs,133.73µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[1\],133.53µm
_00741_,133.48µm
_02090_,133.48µm
net609,133.43µm
net18,133.38µm
net1719,133.38µm
net1805,133.38µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[7\],133.33µm
net1855,133.33µm
net390,132.92µm
digital_domain_inst.soft_rst,132.87µm
net342,132.87µm
net249,132.82µm
net705,132.82µm
net835,132.82µm
net119,132.77µm
net845,132.77µm
net1645,132.77µm
_00542_,132.72µm
net446,132.36µm
net881,132.26µm
net220,132.21µm
net1634,132.21µm
net1862,132.21µm
net427,132.16µm
net1333,132.16µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[11\],131.85µm
_02085_,131.8µm
net695,131.65µm
net1686,131.65µm
net1745,131.6µm
net81,131.19µm
_00688_,131.04µm
net2051,131.04µm
digital_domain_inst.cfg_phase90_offset_x\[18\],130.63µm
net118,130.58µm
net1916,130.58µm
_00805_,130.53µm
_04024_,130.53µm
digital_domain_inst.jitter_flag_y,130.53µm
net1459,130.53µm
net1551,130.53µm
net1799,130.53µm
_03991_,130.48µm
net473,130.48µm
_01549_,130.12µm
digital_domain_inst.raw_edge1_x\[5\],130.12µm
digital_domain_inst.raw_edge2_x\[15\],130.12µm
net2216,130.07µm
net422,130.02µm
net1176,130.02µm
net1891,130.02µm
_00782_,129.97µm
net593,129.97µm
net1200,129.97µm
_04049_,129.92µm
net264,129.92µm
net506,129.92µm
net1386,129.92µm
net1477,129.92µm
net1431,129.51µm
digital_domain_inst.cfg_phase0_offset_x\[5\],129.46µm
net1806,129.46µm
net737,129.36µm
net1308,129.36µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[2\],129.1µm
net454,128.95µm
net462,128.91µm
net191,128.9µm
digital_domain_inst.cfg_phase270_offset_y\[8\],128.85µm
net1123,128.85µm
net2165,128.85µm
net333,128.8µm
net352,128.8µm
net1913,128.8µm
net94,128.44µm
_01541_,128.39µm
net169,128.34µm
net770,128.29µm
net1691,128.29µm
net1008,128.24µm
net1021,128.24µm
net1006,128.16µm
_02352_,127.88µm
_02308_,127.83µm
digital_domain_inst.raw_edge3_y\[19\],127.83µm
net1729,127.83µm
net2100,127.83µm
_01354_,127.78µm
_02179_,127.78µm
net1749,127.73µm
net2162,127.68µm
_02772_,127.27µm
digital_domain_inst.cfg_phase90_offset_x\[4\],127.22µm
digital_domain_inst.raw_edge1_y\[6\],127.17µm
net774,127.17µm
net1350,127.17µm
net1802,127.17µm
net537,127.12µm
net1059,127.12µm
net480,126.76µm
net2099,126.71µm
net924,126.61µm
net1253,126.61µm
digital_domain_inst.raw_edge2_y\[8\],126.56µm
net212,126.56µm
net893,126.56µm
net435,126.3µm
_00831_,126.15µm
_04297_,126.1µm
net831,126.1µm
_01513_,126.05µm
net386,126.05µm
net406,126.05µm
net584,126.05µm
net1959,126.05µm
net1380,126µm
net2230,126µm
digital_domain_inst.delay_wave_cycle_x\[6\],125.59µm
net64,125.59µm
_00816_,125.54µm
_03116_,125.54µm
net305,125.54µm
net311,125.54µm
net658,125.54µm
net1929,125.54µm
net1198,125.49µm
_00748_,125.44µm
net989,125.44µm
net789,125.08µm
net718,125.03µm
net1803,125.03µm
net387,124.98µm
net547,124.98µm
net591,124.98µm
net297,124.93µm
net417,124.93µm
net487,124.93µm
net1373,124.93µm
net1393,124.93µm
net1563,124.75µm
_02176_,124.52µm
_03255_,124.47µm
net139,124.47µm
net222,124.47µm
net251,124.42µm
digital_domain_inst.cfg_phase270_offset_y\[1\],124.37µm
net96,124.37µm
net1061,124.37µm
_03551_,124.32µm
net1895,124.32µm
net414,123.95µm
net1534,123.86µm
net337,123.81µm
net911,123.81µm
net1038,123.81µm
net1240,123.81µm
_02301_,123.76µm
net1032,123.76µm
net1263,123.4µm
digital_domain_inst.raw_edge3_x\[2\],123.3µm
net1909,123.3µm
net3,123.25µm
net895,123.25µm
net2109,123.25µm
clknet_leaf_17_clk_regs,122.84µm
_04120_,122.74µm
_02300_,122.69µm
net133,122.69µm
net1147,122.69µm
net1685,122.69µm
net2225,122.69µm
_04095_,122.64µm
digital_domain_inst.cfg_phase270_offset_y\[11\],122.64µm
net1135,122.64µm
net826,122.29µm
net1793,122.23µm
_03857_,122.18µm
digital_domain_inst.spi_regs_inst.rx_shift\[0\],122.18µm
net766,122.13µm
net1465,122.13µm
net1467,122.13µm
_02369_,122.08µm
net378,122.08µm
net443,122.08µm
net1712,122.08µm
net1967,122.08µm
_00690_,121.82µm
net464,121.72µm
_05660_,121.67µm
digital_domain_inst.signal_processor_y_inst.s270_pipe\[3\],121.67µm
_02751_,121.62µm
net996,121.62µm
net1850,121.62µm
net1883,121.57µm
_02915_,121.52µm
_03577_,121.52µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[10\],121.52µm
net1977,121.52µm
net461,121.11µm
_01567_,121.06µm
digital_domain_inst.cfg_phase0_offset_y\[7\],121.06µm
_04022_,121.01µm
_04115_,121.01µm
_04505_,121.01µm
net1012,121.01µm
net1317,121.01µm
_00797_,120.96µm
_02377_,120.96µm
_03568_,120.96µm
net183,120.96µm
net1434,120.8µm
net1565,120.65µm
_03701_,120.5µm
net947,120.5µm
digital_domain_inst.raw_edge2_y\[18\],120.45µm
net1658,120.45µm
_02752_,120.4µm
net555,120.4µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[0\],120.04µm
net647,119.99µm
net1945,119.99µm
net1482,119.94µm
net1508,119.94µm
net910,119.89µm
net1028,119.89µm
net1677,119.89µm
net1726,119.89µm
net1868,119.89µm
_02091_,119.84µm
_02575_,119.84µm
_02632_,119.84µm
_04082_,119.84µm
_04172_,119.84µm
net530,119.84µm
net697,119.84µm
net1406,119.84µm
analog_error_y_output,119.7µm
net363,119.38µm
net634,119.38µm
_01418_,119.33µm
_02065_,119.33µm
net574,119.33µm
_02887_,119.28µm
_03984_,119.28µm
net531,119.28µm
net635,119.28µm
net685,119.28µm
_00962_,118.82µm
_02325_,118.82µm
_04080_,118.82µm
net287,118.82µm
net985,118.82µm
net959,118.77µm
net1221,118.77µm
net1626,118.77µm
net1971,118.77µm
_03684_,118.72µm
net1734,118.72µm
_01308_,118.36µm
net60,118.31µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[13\],118.26µm
net313,118.26µm
net729,118.26µm
_03914_,118.21µm
net708,118.21µm
net1557,118.21µm
_01526_,118.16µm
_03008_,118.16µm
digital_domain_inst.cfg_phase0_offset_y\[9\],118.16µm
net451,118.16µm
digital_domain_inst.raw_edge1_y\[20\],117.95µm
net1800,117.8µm
_01493_,117.75µm
net492,117.75µm
net513,117.75µm
net556,117.7µm
net2062,117.65µm
_02869_,117.6µm
net1256,117.6µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[3\],117.29µm
_00610_,117.19µm
_03911_,117.19µm
net284,117.19µm
net396,117.19µm
net849,117.19µm
net1869,117.19µm
digital_domain_inst.cfg_phase0_offset_x\[19\],117.14µm
digital_domain_inst.cfg_phase270_offset_y\[18\],117.14µm
clknet_0_clk,117.14µm
net1047,117.09µm
net1656,117.04µm
_00815_,116.88µm
net972,116.68µm
net1409,116.68µm
_02296_,116.63µm
net1183,116.63µm
net1528,116.53µm
_03113_,116.48µm
_04174_,116.48µm
_01801_,116.12µm
net1343,116.07µm
net1835,116.07µm
net324,116.02µm
_03112_,115.97µm
digital_domain_inst.raw_edge2_y\[0\],115.97µm
net368,115.97µm
net1687,115.97µm
_03719_,115.92µm
net1844,115.92µm
net8,115.51µm
net1378,115.51µm
_02997_,115.46µm
net1476,115.46µm
net1798,115.46µm
_02336_,115.41µm
digital_domain_inst.spi_regs_inst.rx_shift\[3\],115.41µm
net167,115.41µm
net677,115.36µm
net1910,115.36µm
net2183,115.36µm
net331,115µm
net2245,114.95µm
_02041_,114.9µm
net93,114.9µm
net1613,114.9µm
net2215,114.9µm
net439,114.85µm
net1132,114.85µm
net1231,114.85µm
net829,114.8µm
net2002,114.8µm
net2138,114.8µm
analog_error_x_output,114.71µm
net6,114.49µm
net187,114.44µm
net819,114.39µm
digital_domain_inst.cfg_phase270_offset_x\[18\],114.34µm
net117,114.34µm
net175,114.34µm
net330,114.34µm
net34,114.29µm
net529,114.24µm
net1384,114.24µm
net338,114.06µm
_00968_,113.93µm
net1870,113.78µm
_00541_,113.73µm
net1138,113.73µm
net1220,113.73µm
net1788,113.73µm
net1966,113.73µm
net225,113.68µm
net1127,113.68µm
_00555_,113.37µm
net978,113.32µm
digital_domain_inst.cfg_phase270_offset_x\[3\],113.27µm
net1140,113.17µm
_01156_,113.12µm
net1356,113.12µm
_02314_,112.71µm
_01486_,112.66µm
_01487_,112.66µm
digital_domain_inst.raw_edge2_y\[9\],112.66µm
net1260,112.66µm
_03571_,112.61µm
_03981_,112.61µm
net830,112.61µm
net78,112.56µm
clknet_1_0__leaf_clk,112.46µm
_00841_,112.3µm
net760,112.28µm
net992,112.2µm
net998,112.15µm
net1023,112.15µm
net312,112.05µm
net704,112.05µm
net2043,112.05µm
_00776_,111.64µm
_00554_,111.59µm
net2226,111.54µm
_03947_,111.49µm
net90,111.44µm
net1851,111.44µm
_00969_,111.13µm
net1106,110.98µm
net1681,110.98µm
digital_domain_inst.cfg_phase0_offset_y\[5\],110.93µm
net952,110.93µm
net1057,110.93µm
net1470,110.93µm
_04682_,110.88µm
net499,110.88µm
net1051,110.88µm
net1030,110.65µm
_02583_,110.52µm
net114,110.52µm
_04660_,110.47µm
net1102,110.47µm
_01579_,110.42µm
digital_domain_inst.cfg_phase0_offset_y\[10\],110.42µm
net814,110.42µm
net1664,110.42µm
_00689_,110.37µm
_02359_,110.37µm
_02365_,110.37µm
net272,110.37µm
net767,110.37µm
net1458,110.37µm
_01450_,110.32µm
_03009_,110.32µm
digital_domain_inst.cfg_phase0_offset_y\[3\],110.32µm
net50,110.32µm
net734,110.32µm
net353,110.04µm
net5,109.96µm
net1019,109.96µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[7\],109.91µm
_04959_,109.86µm
net1145,109.86µm
net1229,109.86µm
net1594,109.86µm
net201,109.81µm
net703,109.81µm
net1201,109.81µm
_01335_,109.76µm
_01361_,109.76µm
_02008_,109.76µm
net1300,109.63µm
net1165,109.4µm
net1758,109.4µm
net82,109.35µm
net340,109.35µm
net1054,109.35µm
net1543,109.35µm
net2025,109.35µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[0\],109.3µm
net126,109.3µm
net1775,109.3µm
net1949,109.3µm
_01436_,109.25µm
_04203_,109.25µm
net1238,109.25µm
digital_domain_inst.spi_regs_inst.rx_shift\[6\],109.2µm
net1163,109.2µm
_01773_,108.89µm
_02437_,108.89µm
net638,108.89µm
digital_domain_inst.cfg_phase0_offset_x\[2\],108.79µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[4\],108.79µm
_00540_,108.74µm
net1718,108.69µm
net1931,108.69µm
_04220_,108.64µm
_00888_,108.38µm
_02405_,108.33µm
_02310_,108.23µm
digital_domain_inst.raw_edge1_x\[10\],108.23µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[9\],108.23µm
net115,108.23µm
net1131,108.23µm
net932,108.18µm
digital_domain_inst.cfg_phase0_offset_x\[4\],108.13µm
net1874,108.13µm
digital_domain_inst.cfg_phase270_offset_y\[4\],108.08µm
net213,108.08µm
net341,107.62µm
net560,107.62µm
_00663_,107.57µm
_00745_,107.57µm
_00747_,107.57µm
_01319_,107.57µm
net639,107.57µm
net642,107.57µm
net158,107.52µm
net644,107.52µm
net1901,107.52µm
net1953,107.52µm
_00996_,107.11µm
net1704,107.11µm
_00975_,107.06µm
digital_domain_inst.raw_edge2_x\[18\],107.06µm
_01674_,107.01µm
_04210_,107.01µm
net991,107.01µm
net1169,107.01µm
net1527,107.01µm
net178,106.96µm
net1653,106.96µm
_00987_,106.6µm
_00966_,106.55µm
digital_domain_inst.cfg_phase270_offset_y\[6\],106.55µm
net101,106.55µm
net389,106.5µm
net438,106.5µm
_02368_,106.45µm
net801,106.45µm
net1550,106.45µm
net383,106.4µm
digital_domain_inst.delay_wave_cycle_x\[3\],106.29µm
_02098_,106.04µm
net135,106.04µm
net528,105.99µm
digital_domain_inst.raw_edge2_x\[1\],105.94µm
net535,105.94µm
net1392,105.94µm
net1875,105.94µm
digital_domain_inst.raw_edge1_x\[4\],105.89µm
digital_domain_inst.raw_edge2_x\[9\],105.89µm
net689,105.89µm
digital_domain_inst.raw_edge3_x\[6\],105.53µm
net981,105.48µm
_01585_,105.43µm
net77,105.43µm
digital_domain_inst.cfg_phase90_offset_y\[14\],105.38µm
_02316_,105.33µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[2\],105.33µm
net354,105.33µm
net428,105.33µm
net571,105.28µm
net1117,105.28µm
net1190,105.28µm
digital_domain_inst.raw_edge3_x\[9\],105.02µm
_00713_,104.87µm
net987,104.87µm
_00804_,104.82µm
_02268_,104.82µm
net657,104.82µm
net905,104.82µm
net1864,104.82µm
_03583_,104.77µm
net1428,104.77µm
_03648_,104.72µm
net553,104.72µm
net740,104.72µm
net850,104.72µm
net1194,104.72µm
net1222,104.36µm
digital_domain_inst.raw_edge2_y\[20\],104.31µm
net1203,104.31µm
_00620_,104.26µm
_01547_,104.26µm
_02592_,104.26µm
digital_domain_inst.cfg_phase0_offset_y\[4\],104.26µm
net1412,104.26µm
net2140,104.26µm
net601,104.21µm
net1000,104.21µm
_03912_,104.16µm
_04007_,104.16µm
net134,104.16µm
net536,104.16µm
net1623,104.16µm
net107,103.98µm
_01055_,103.75µm
digital_domain_inst.cfg_phase0_offset_y\[1\],103.75µm
net253,103.75µm
net1562,103.75µm
net1641,103.75µm
_01370_,103.7µm
digital_domain_inst.raw_edge1_x\[17\],103.7µm
net497,103.7µm
_05770_,103.65µm
net100,103.65µm
net1597,103.65µm
net2108,103.65µm
_04028_,103.6µm
net224,103.6µm
net2016,103.6µm
digital_domain_inst.spi_regs_inst.rx_shift\[2\],103.24µm
_02841_,103.14µm
digital_domain_inst.raw_edge1_x\[2\],103.14µm
digital_domain_inst.spi_regs_inst.sclk_d,103.09µm
net40,103.09µm
net360,103.09µm
net818,103.09µm
net842,103.09µm
net1965,103.09µm
_03874_,103.04µm
net57,103.04µm
net977,103.04µm
net1404,103.04µm
_00655_,102.68µm
net108,102.68µm
_02338_,102.63µm
net554,102.63µm
net953,102.58µm
_01587_,102.53µm
_02457_,102.53µm
net227,102.53µm
net1014,102.53µm
_00717_,102.5µm
_04300_,102.48µm
net1619,102.48µm
_00965_,102.27µm
_00603_,102.17µm
_02804_,102.02µm
net79,102.02µm
net908,102.02µm
net1892,102.02µm
net2032,102.02µm
_03722_,101.97µm
net1114,101.97µm
net1631,101.97µm
net265,101.92µm
_00961_,101.61µm
_00628_,101.56µm
net321,101.56µm
_00551_,101.51µm
net1118,101.51µm
net1489,101.51µm
net1650,101.46µm
net138,101.41µm
net808,101.41µm
net1911,101.41µm
net1938,101.41µm
net2060,101.41µm
_01548_,101.36µm
net659,101.36µm
net1573,101.05µm
_04181_,100.95µm
net626,100.95µm
_00035_,100.9µm
_04071_,100.9µm
net986,100.9µm
_00650_,100.85µm
_00683_,100.85µm
_02980_,100.85µm
net503,100.85µm
net514,100.85µm
net712,100.85µm
digital_domain_inst.raw_edge1_y\[18\],100.49µm
_00832_,100.44µm
_00600_,100.39µm
net857,100.39µm
net1022,100.39µm
net1607,100.39µm
_02332_,100.34µm
_02412_,100.34µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[5\],100.34µm
_01542_,100.29µm
_03873_,100.29µm
_04158_,100.29µm
net170,100.29µm
net532,100.29µm
net1579,100.29µm
net2090,100.29µm
_01425_,100.24µm
net1036,100.24µm
net63,99.83µm
net1608,99.83µm
_02302_,99.78µm
net759,99.78µm
_00722_,99.73µm
_01667_,99.73µm
_04147_,99.73µm
net1223,99.73µm
net1311,99.68µm
net1555,99.32µm
_01673_,99.22µm
_02293_,99.22µm
_04002_,99.17µm
net229,99.17µm
net811,99.17µm
net913,99.17µm
net1809,99.17µm
net2188,99.17µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[13\],99.12µm
net1559,99.12µm
_04281_,98.71µm
net89,98.71µm
net982,98.71µm
_02337_,98.66µm
net1124,98.66µm
net1166,98.66µm
net1587,98.66µm
_02782_,98.61µm
net302,98.61µm
net1171,98.61µm
net1403,98.61µm
net1638,98.61µm
net1853,98.61µm
_04107_,98.56µm
_04142_,98.56µm
net926,98.56µm
net1249,98.56µm
_03531_,98.5µm
_02361_,98.1µm
net1005,98.1µm
net1056,98.1µm
net1426,98.1µm
_00840_,98.05µm
_05773_,98.05µm
_02432_,98µm
_03578_,98µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[1\],98µm
net673,98µm
net1717,98µm
net2180,98µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[8\],97.59µm
net1045,97.59µm
net1733,97.59µm
net155,97.54µm
net533,97.54µm
net549,97.54µm
net841,97.54µm
net873,97.54µm
net1756,97.54µm
_02999_,97.49µm
_03699_,97.49µm
net420,97.49µm
net665,97.49µm
_01861_,97.44µm
_00977_,97.03µm
digital_domain_inst.spi_regs_inst.reg_wr_addr\[1\],97.03µm
_04485_,96.98µm
net1261,96.98µm
net2061,96.98µm
_03662_,96.93µm
_04722_,96.93µm
net880,96.93µm
net1128,96.93µm
net2147,96.93µm
_03587_,96.88µm
net2175,96.88µm
_03524_,96.72µm
net2214,96.52µm
_00589_,96.47µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[6\],96.42µm
net1722,96.42µm
net956,96.37µm
net1049,96.37µm
net1250,96.37µm
net1422,96.37µm
_04482_,96.06µm
net1810,96.06µm
_00619_,96.01µm
_01739_,95.91µm
digital_domain_inst.cfg_phase90_offset_y\[8\],95.91µm
_00752_,95.86µm
_00812_,95.86µm
_04183_,95.86µm
net1044,95.86µm
_02311_,95.81µm
_02372_,95.81µm
_02802_,95.81µm
_04188_,95.81µm
_04504_,95.81µm
_05659_,95.81µm
net844,95.81µm
_03273_,95.45µm
_00974_,95.4µm
_04146_,95.35µm
net58,95.35µm
net516,95.35µm
net1930,95.3µm
net2027,95.3µm
_02586_,95.25µm
net919,95.25µm
net1786,95.25µm
digital_domain_inst.raw_edge2_y\[3\],95.2µm
_00000_,94.79µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[5\],94.79µm
net193,94.79µm
net289,94.79µm
net1715,94.79µm
_00606_,94.74µm
digital_domain_inst.cfg_phase90_offset_x\[6\],94.74µm
net1185,94.74µm
net1230,94.74µm
digital_domain_inst.raw_edge3_x\[15\],94.69µm
net1678,94.69µm
_00697_,94.64µm
_02267_,94.64µm
_04090_,94.64µm
net410,94.64µm
net1890,94.28µm
digital_domain_inst.raw_edge1_y\[0\],94.23µm
net606,94.23µm
net483,94.18µm
net2228,94.18µm
_01423_,94.13µm
_01543_,94.13µm
_02009_,94.13µm
_02283_,94.13µm
_03705_,94.13µm
_03895_,94.13µm
net1359,94.13µm
net1669,94.13µm
_01564_,94.08µm
net152,94.08µm
net521,94.08µm
net1885,94.08µm
net756,93.72µm
_00685_,93.67µm
_00694_,93.67µm
_00862_,93.62µm
digital_domain_inst.spi_regs_inst.rx_shift\[1\],93.62µm
net1337,93.62µm
_01482_,93.57µm
_02280_,93.57µm
digital_domain_inst.raw_edge1_x\[7\],93.57µm
net61,93.57µm
net858,93.57µm
net2085,93.57µm
net2223,93.57µm
_01566_,93.52µm
net1093,93.52µm
net2037,93.52µm
_00615_,93.16µm
digital_domain_inst.delay_wave_cycle_y\[1\],93.16µm
digital_domain_inst.raw_edge1_y\[15\],93.16µm
net274,93.11µm
net630,93.11µm
net236,93.06µm
_03032_,93.01µm
_04827_,93.01µm
net1129,93.01µm
net1867,93.01µm
_04089_,92.96µm
_04705_,92.96µm
net540,92.96µm
net1556,92.96µm
net1711,92.96µm
net1111,92.55µm
digital_domain_inst.raw_edge1_y\[19\],92.5µm
