net,length_um
digital_domain_inst.raw_edge3_y\[14\],160.82µm
net2153,160.77µm
net2277,160.77µm
net247,160.72µm
_02324_,160.43µm
net80,160.31µm
net701,160.31µm
digital_domain_inst.raw_edge2_y\[4\],160.21µm
net734,160.21µm
net782,160.21µm
net889,160.21µm
net998,160.21µm
_02090_,160.16µm
net360,160.16µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[0\],159.8µm
digital_domain_inst.phase_offset_imported,159.65µm
net278,159.65µm
net467,159.65µm
_00574_,159.29µm
net802,159.21µm
_01548_,159.09µm
net74,159.09µm
net1624,159.04µm
net891,158.53µm
net39,158.48µm
net195,158.48µm
_01523_,158.22µm
net884,158.16µm
_00556_,158.02µm
_02364_,157.92µm
digital_domain_inst.raw_edge1_y\[16\],157.92µm
net1900,157.92µm
net1588,157.75µm
_02050_,157.69µm
net850,157.51µm
clknet_leaf_49_clk_regs,157.51µm
net1651,157.5µm
digital_domain_inst.cal_phase0_offset_y\[0\],157.46µm
net644,157.41µm
net2033,157.41µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[11\],157.36µm
net334,157.36µm
net1750,157.36µm
net2279,157.36µm
_01550_,157.15µm
_01472_,156.88µm
net905,156.85µm
clknet_leaf_8_clk_regs,156.64µm
_00710_,156.43µm
net604,156.39µm
net821,156.34µm
net491,156.29µm
net1747,156.29µm
_00570_,156.24µm
net210,156.24µm
net549,155.73µm
net24,155.68µm
net473,155.68µm
net1593,155.23µm
net434,155.18µm
net106,155.17µm
net1529,154.81µm
net388,154.78µm
net2064,154.76µm
clknet_leaf_15_clk_regs,154.76µm
net1025,154.66µm
net1383,154.66µm
_01480_,154.61µm
net1332,154.61µm
net1877,154.61µm
net2035,154.56µm
net1638,154.28µm
net982,154.15µm
net456,154.1µm
net1589,154.1µm
net1705,154.1µm
digital_domain_inst.cfg_phase90_offset_x\[20\],154.05µm
net1896,154.05µm
_04212_,154µm
digital_domain_inst.cfg_phase0_offset_x\[0\],154µm
net684,153.98µm
net273,153.95µm
net330,153.59µm
_00633_,153.49µm
digital_domain_inst.raw_edge3_x\[19\],153.49µm
net312,153.49µm
net1468,153.49µm
_04830_,153.44µm
net1479,153.44µm
_02333_,153.3µm
net363,153.3µm
_01186_,153.13µm
_04004_,153.08µm
net123,153.03µm
net1567,153.03µm
digital_domain_inst.cfg_phase90_offset_x\[0\],152.98µm
net349,152.98µm
net1925,152.98µm
digital_domain_inst.spi_regs_inst.spi_addr\[0\],152.93µm
net692,152.93µm
net804,152.93µm
net1771,152.93µm
net1351,152.88µm
clknet_leaf_46_clk_regs,152.52µm
digital_domain_inst.cfg_phase270_offset_y\[18\],152.42µm
digital_domain_inst.raw_edge1_x\[12\],152.32µm
net336,152.32µm
net1576,152.32µm
net1171,152.2µm
_00774_,151.86µm
net585,151.81µm
net2230,151.81µm
net1726,151.78µm
net686,151.4µm
net1727,151.3µm
digital_domain_inst.signal_processor_x_inst.votes_in_phase\[1\],151.25µm
net59,151.25µm
net854,151.25µm
net1579,151.25µm
net857,151.2µm
net1912,151.2µm
_01667_,150.97µm
digital_domain_inst.raw_edge3_y\[18\],150.94µm
net910,150.79µm
_01583_,150.74µm
net564,150.74µm
net1985,150.74µm
_04061_,150.69µm
digital_domain_inst.cfg_phase270_offset_x\[4\],150.69µm
net1791,150.53µm
digital_domain_inst.cfg_phase90_offset_y\[4\],150.28µm
net818,150.24µm
net985,150.18µm
_04219_,150.08µm
_04220_,150.08µm
digital_domain_inst.cal_phase0_offset_y\[1\],149.82µm
net1151,149.67µm
_01556_,149.62µm
net1788,149.62µm
net368,149.61µm
_04043_,149.57µm
net1457,149.57µm
net1587,149.57µm
net1768,149.57µm
net83,149.52µm
net900,149.52µm
net1592,149.52µm
net2261,149.52µm
net642,149.36µm
net1957,149.24µm
_02358_,149.23µm
net481,149.23µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[10\],149.16µm
_00801_,149.11µm
net758,149.11µm
digital_domain_inst.raw_edge2_y\[19\],149.06µm
net676,149.06µm
net849,149.02µm
_00667_,149.01µm
net77,149.01µm
net536,149.01µm
net245,148.96µm
net2229,148.96µm
digital_domain_inst.cfg_phase0_offset_y\[10\],148.61µm
net486,148.6µm
_00665_,148.5µm
net1939,148.5µm
net1585,148.46µm
_03595_,148.45µm
_04181_,148.45µm
net50,148.45µm
net649,148.45µm
_04222_,148.4µm
net411,148.4µm
net647,148.4µm
net1975,148.4µm
digital_domain_inst.cfg_phase90_offset_y\[20\],147.89µm
net813,147.84µm
net1158,147.84µm
net1369,147.84µm
_00690_,147.48µm
_01243_,147.48µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[15\],147.48µm
net757,147.43µm
_01058_,147.38µm
net430,147.38µm
net1782,147.38µm
net2223,147.38µm
digital_domain_inst.cfg_phase270_offset_x\[20\],147.33µm
digital_domain_inst.cfg_phase270_offset_x\[6\],147.33µm
net44,147.33µm
net439,147.28µm
net771,147.28µm
_00986_,147.07µm
digital_domain_inst.cfg_phase90_offset_y\[19\],146.97µm
net517,146.82µm
digital_domain_inst.raw_edge1_x\[17\],146.77µm
net1175,146.77µm
net1493,146.77µm
net2142,146.77µm
net1022,146.72µm
net560,146.31µm
net1708,146.26µm
net1730,146.26µm
_00684_,146.21µm
net131,146.21µm
_03617_,146.16µm
digital_domain_inst.jitter_flag_y,146.16µm
net1300,146.02µm
_00682_,145.75µm
net2227,145.75µm
digital_domain_inst.signal_processor_y_inst.votes_in_phase\[0\],145.7µm
clknet_leaf_52_clk_regs,145.7µm
_04058_,145.65µm
net61,145.65µm
net1315,145.65µm
net414,145.6µm
net876,145.6µm
net1870,145.6µm
digital_domain_inst.raw_edge1_y\[19\],145.29µm
net359,145.26µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[0\],145.24µm
digital_domain_inst.signal_processor_y_inst.votes_out_phase\[2\],145.19µm
net1769,145.19µm
_01455_,145.09µm
_02386_,145.09µm
net1271,145.09µm
_01514_,145.04µm
net501,144.63µm
net1682,144.56µm
_00678_,144.53µm
digital_domain_inst.cfg_phase270_offset_y\[4\],144.53µm
net1050,144.53µm
_02277_,144.48µm
digital_domain_inst.cfg_phase270_offset_x\[2\],144.48µm
net581,144.48µm
net1523,144.48µm
net1344,144.25µm
digital_domain_inst.delay_wave_cycle_x\[4\],144.02µm
_00887_,143.97µm
digital_domain_inst.raw_edge3_x\[15\],143.97µm
net789,143.97µm
net237,143.92µm
net358,143.92µm
_01521_,143.41µm
net47,143.41µm
net1796,143.41µm
digital_domain_inst.cfg_phase270_offset_x\[7\],143.36µm
net1674,143.36µm
_02756_,142.9µm
net405,142.9µm
net1382,142.9µm
net452,142.85µm
net1743,142.85µm
net1003,142.8µm
net1164,142.8µm
net372,142.34µm
net1462,142.34µm
net1693,142.34µm
net71,142.29µm
net151,142.29µm
net1920,142.29µm
_01470_,142.24µm
net512,142.24µm
net1054,142.24µm
net1573,142.24µm
_04151_,141.83µm
net908,141.78µm
net313,141.73µm
net700,141.73µm
net2086,141.73µm
net860,141.68µm
_01549_,141.27µm
digital_domain_inst.raw_edge1_x\[19\],141.17µm
_01454_,141.12µm
_00841_,140.76µm
_03495_,140.76µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[1\],140.66µm
net1357,140.66µm
_02332_,140.61µm
digital_domain_inst.cfg_phase270_offset_x\[13\],140.61µm
net60,140.61µm
net101,140.61µm
net923,140.61µm
net1040,140.56µm
net1584,140.56µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[18\],140.25µm
_02353_,140.2µm
_00698_,140.15µm
_01673_,140.1µm
_01501_,140.05µm
digital_domain_inst.cfg_phase90_offset_x\[4\],140.05µm
net2276,140.05µm
net1969,140µm
clknet_leaf_35_clk_regs,139.69µm
net348,139.51µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[9\],139.49µm
net1163,139.49µm
_03897_,139.44µm
_04106_,139.44µm
_00540_,139.13µm
digital_domain_inst.raw_edge1_x\[15\],139.08µm
digital_domain_inst.spi_regs_inst.reg_wr_data\[4\],139.03µm
_00962_,138.93µm
_01540_,138.93µm
net2125,138.89µm
net1722,138.84µm
_00638_,138.62µm
net1391,138.47µm
net615,138.42µm
net751,138.42µm
clknet_leaf_30_clk_regs,138.42µm
_03716_,138.37µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[5\],138.37µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[20\],138.32µm
net824,138.12µm
_00551_,137.96µm
_02356_,137.91µm
digital_domain_inst.boot_complete,137.86µm
net617,137.86µm
net1393,137.86µm
net1107,137.81µm
net1958,137.81µm
net1673,137.76µm
_02380_,137.48µm
net498,137.45µm
_01662_,137.25µm
net1946,137.25µm
_03724_,137.2µm
net1749,136.79µm
net864,136.76µm
_01483_,136.74µm
net1916,136.74µm
net85,136.69µm
net328,136.69µm
net2151,136.69µm
net11,136.64µm
_02336_,136.23µm
net1571,136.23µm
net2225,136.23µm
net563,136.08µm
net1345,136.08µm
net1666,135.72µm
_01552_,135.69µm
_00567_,135.67µm
digital_domain_inst.cfg_phase90_offset_x\[3\],135.57µm
net1149,135.57µm
net1096,135.52µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[9\],135.16µm
_04002_,135.15µm
net418,135.11µm
net861,135.11µm
_00715_,135.06µm
digital_domain_inst.cfg_phase270_offset_x\[3\],135.06µm
net96,135.06µm
net1759,135.06µm
_02325_,135.01µm
net244,135.01µm
net1758,135.01µm
net1688,134.93µm
_00979_,134.75µm
_01520_,134.68µm
net373,134.65µm
_01567_,134.55µm
_00717_,134.5µm
net816,134.5µm
net1162,134.5µm
net1605,134.5µm
_03914_,134.46µm
net2095,134.45µm
_03691_,134.4µm
_01541_,134.15µm
net492,134.09µm
net679,133.99µm
_01511_,133.94µm
net380,133.94µm
net1649,133.94µm
_01386_,133.89µm
digital_domain_inst.cfg_phase0_offset_x\[20\],133.89µm
net1101,133.89µm
_00208_,133.84µm
_00645_,133.84µm
net1869,133.84µm
net1859,133.7µm
_02341_,133.63µm
_04120_,133.56µm
net362,133.48µm
_01574_,133.38µm
_02741_,133.38µm
net35,133.38µm
net965,133.38µm
net990,133.38µm
net995,133.38µm
net1871,133.38µm
net2092,133.38µm
net1761,133.33µm
net2187,133.33µm
net386,133.09µm
_00966_,132.92µm
net130,132.87µm
digital_domain_inst.cfg_phase0_offset_x\[8\],132.82µm
net508,132.82µm
net797,132.77µm
_03602_,132.71µm
net1159,132.31µm
_00763_,132.26µm
digital_domain_inst.cfg_phase0_offset_y\[20\],132.26µm
net76,132.26µm
net518,132.26µm
net1714,132.26µm
_03909_,132.21µm
net514,132.21µm
net916,132.21µm
net2233,132.21µm
_03875_,132.18µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[9\],132.16µm
net1735,132.16µm
net1153,131.7µm
net1250,131.65µm
_01547_,131.19µm
net559,131.19µm
net1724,131.14µm
digital_domain_inst.cfg_phase90_offset_y\[12\],131.09µm
net250,131.09µm
_01269_,131.04µm
net52,131.04µm
net1586,131.04µm
_02041_,130.68µm
net1154,130.58µm
digital_domain_inst.cfg_phase270_offset_x\[19\],130.53µm
net609,130.53µm
net805,130.53µm
net1112,130.53µm
net1440,130.53µm
net1582,130.53µm
digital_domain_inst.raw_edge2_y\[12\],130.17µm
net87,130.02µm
_02338_,129.97µm
net283,129.97µm
net442,129.97µm
net542,129.97µm
net1976,129.97µm
_02392_,129.92µm
net666,129.57µm
_00785_,129.46µm
_01245_,129.46µm
digital_domain_inst.cfg_phase0_offset_x\[2\],129.46µm
digital_domain_inst.cfg_phase0_offset_y\[19\],129.46µm
net127,129.46µm
net917,129.46µm
_02334_,129.42µm
_00674_,129.41µm
digital_domain_inst.cfg_phase0_offset_y\[0\],129.41µm
net747,129.41µm
net2126,129.41µm
_02632_,129.36µm
_02796_,129.36µm
net2065,129.36µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[12\],129.2µm
net611,128.95µm
net863,128.95µm
_01425_,128.9µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[1\],128.9µm
net1103,128.9µm
net1167,128.8µm
net1729,128.8µm
net759,128.74µm
_01536_,128.66µm
_00766_,128.57µm
net341,128.34µm
digital_domain_inst.cfg_phase90_offset_x\[7\],128.29µm
net122,128.29µm
net1033,128.29µm
_01471_,128.24µm
net99,128.24µm
net1792,127.93µm
net235,127.83µm
net984,127.78µm
net1940,127.78µm
net1968,127.73µm
_01379_,127.68µm
net1353,127.68µm
net241,127.27µm
net2131,127.22µm
net1655,127.2µm
net922,126.71µm
net1615,126.71µm
net613,126.66µm
net799,126.66µm
net1777,126.66µm
_04443_,126.61µm
net1347,126.61µm
net1732,126.61µm
net1952,126.61µm
digital_domain_inst.raw_edge3_y\[4\],126.56µm
digital_domain_inst.spi_regs_inst.rw_n,126.25µm
net1140,126.2µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[1\],126.1µm
net577,126.1µm
net1376,126.1µm
net1794,126.1µm
net556,126.05µm
_00713_,126µm
net1631,126µm
net1941,126µm
net1607,125.82µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[6\],125.59µm
net1541,125.54µm
_01526_,125.49µm
_03668_,125.49µm
net34,125.49µm
net544,125.49µm
_01127_,125.44µm
net374,125.44µm
_00816_,125.26µm
net575,125.18µm
_05731_,125.08µm
digital_domain_inst.raw_edge3_y\[16\],124.98µm
net279,124.98µm
net712,124.98µm
net1157,124.98µm
net554,124.93µm
net2121,124.88µm
_05642_,124.52µm
net110,124.47µm
_01570_,124.42µm
net1148,124.42µm
net1707,124.42µm
net2224,124.42µm
digital_domain_inst.spi_regs_inst.bit_cnt\[1\],124.37µm
net158,124.37µm
net760,124.37µm
net1317,124.37µm
net1748,124.37µm
net1909,124.37µm
net509,124.32µm
net1685,124.32µm
_03572_,124.16µm
_00961_,124.06µm
net1170,123.99µm
digital_domain_inst.signal_processor_y_inst.s270_pipe\[3\],123.91µm
net1029,123.91µm
_03167_,123.86µm
digital_domain_inst.cfg_phase0_offset_x\[7\],123.86µm
digital_domain_inst.cfg_phase270_offset_x\[8\],123.86µm
net1627,123.86µm
_02271_,123.81µm
_02752_,123.81µm
net1766,123.81µm
net670,123.8µm
_01532_,123.76µm
net489,123.35µm
net2091,123.35µm
net780,123.3µm
_02329_,123.25µm
net1694,123.25µm
_04057_,123.2µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[7\],123.2µm
net1658,123.2µm
net1661,123.2µm
_02335_,123.18µm
digital_domain_inst.cfg_phase270_offset_x\[5\],122.84µm
_00542_,122.79µm
digital_domain_inst.cfg_phase90_offset_x\[14\],122.79µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[8\],122.79µm
net141,122.79µm
net1125,122.79µm
net1375,122.79µm
_00637_,122.74µm
net458,122.74µm
net1904,122.74µm
digital_domain_inst.raw_edge3_y\[17\],122.69µm
net423,122.69µm
net1026,122.69µm
net1595,122.69µm
net333,122.64µm
_01308_,122.28µm
net673,122.28µm
net56,122.23µm
net505,122.23µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[12\],122.18µm
net787,122.18µm
net2197,122.18µm
_01572_,122.13µm
_02472_,122.13µm
net13,122.13µm
net1134,122.13µm
net1734,122.13µm
net939,122.08µm
net281,121.67µm
net1255,121.67µm
clknet_leaf_5_clk_regs,121.67µm
net28,121.62µm
net828,121.62µm
net873,121.62µm
net980,121.62µm
net1336,121.62µm
net1965,121.62µm
net419,121.57µm
net534,121.57µm
net1611,121.57µm
net2234,121.27µm
net851,121.06µm
net1781,121.06µm
_00553_,121.01µm
net367,121.01µm
net1010,121.01µm
net1767,121.01µm
net1921,121.01µm
_00543_,120.96µm
net810,120.96µm
net2209,120.65µm
net145,120.6µm
net1052,120.6µm
net305,120.55µm
net1141,120.5µm
net890,120.45µm
_03976_,120.4µm
digital_domain_inst.phase_state_x\[1\],120.4µm
_03987_,120.32µm
net877,120.28µm
net557,120.04µm
_05660_,119.94µm
net111,119.94µm
net506,119.94µm
net1266,119.89µm
net623,119.84µm
net674,119.84µm
net827,119.43µm
_00646_,119.33µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[13\],119.33µm
net1014,119.33µm
net1972,119.33µm
net2208,119.33µm
net155,118.92µm
_00612_,118.87µm
_00661_,118.82µm
_04021_,118.77µm
net177,118.77µm
net791,118.77µm
net1031,118.77µm
net1648,118.77µm
net1681,118.77µm
net1779,118.77µm
net2089,118.77µm
_01537_,118.72µm
digital_domain_inst.raw_edge2_x\[13\],118.72µm
net2,118.72µm
net1161,118.72µm
_01553_,118.65µm
_00831_,118.41µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[17\],118.36µm
net180,118.36µm
net322,118.36µm
_00648_,118.31µm
_01559_,118.27µm
net107,118.26µm
net871,118.26µm
net457,118.21µm
net1623,118.21µm
net1959,118.21µm
net2082,118.21µm
net2228,118.21µm
_00035_,118.17µm
net540,118.16µm
net2275,118.16µm
digital_domain_inst.spi_regs_inst.reg_wr_addr\[1\],118.01µm
digital_domain_inst.cfg_phase270_offset_x\[15\],117.75µm
net475,117.7µm
_02326_,117.65µm
net1450,117.65µm
net1580,117.65µm
_03981_,117.6µm
_05410_,117.6µm
digital_domain_inst.cfg_phase0_offset_x\[4\],117.6µm
net6,117.6µm
net1630,117.24µm
net1074,117.19µm
_00687_,117.14µm
_01801_,117.14µm
digital_domain_inst.delay_wave_cycle_y\[3\],117.14µm
digital_domain_inst.raw_edge2_y\[16\],117.14µm
digital_domain_inst.spi_regs_inst.rx_shift\[5\],117.14µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[7\],117.14µm
net2260,117.14µm
_03816_,117.09µm
net525,117.09µm
net1572,117.09µm
net731,117.04µm
net1174,117.04µm
net1612,117.04µm
_05653_,116.73µm
net1069,116.68µm
net2094,116.63µm
net269,116.58µm
net845,116.58µm
net1023,116.58µm
net801,116.53µm
net1667,116.53µm
net190,116.48µm
net484,116.48µm
net669,116.48µm
net794,116.48µm
net1945,116.48µm
_00676_,116.07µm
net159,116.02µm
net1902,116.02µm
digital_domain_inst.spi_regs_inst.reg_wr_data\[3\],115.97µm
net608,115.97µm
net618,115.97µm
net870,115.97µm
net1778,115.92µm
_00969_,115.71µm
_01498_,115.61µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[14\],115.51µm
net432,115.51µm
digital_domain_inst.latch_error_y,115.46µm
net36,115.46µm
net1082,115.46µm
_03715_,115.41µm
_04827_,115.41µm
net1664,115.41µm
net1665,115.41µm
net1762,115.41µm
_02526_,115.36µm
net1198,115.36µm
net2272,115.36µm
_01056_,114.95µm
_01320_,114.9µm
_03950_,114.9µm
net1128,114.9µm
net1618,114.9µm
net1185,114.85µm
net1528,114.85µm
net1622,114.85µm
digital_domain_inst.phase_state_y\[0\],114.8µm
net197,114.8µm
net1388,114.8µm
net1516,114.49µm
_00606_,114.44µm
net979,114.44µm
_00671_,114.34µm
net289,114.34µm
net497,114.34µm
net1177,114.34µm
net1380,114.34µm
_01585_,114.29µm
_03568_,114.29µm
net1334,114.29µm
net1506,114.29µm
net1733,114.29µm
net1790,114.29µm
_03980_,114.24µm
net26,114.24µm
net548,113.78µm
net1011,113.78µm
_04201_,113.73µm
digital_domain_inst.raw_edge3_x\[16\],113.73µm
net295,113.73µm
net417,113.73µm
net755,113.73µm
net1715,113.73µm
_01055_,113.3µm
net254,113.17µm
net537,113.17µm
net1169,113.17µm
net143,112.66µm
_01578_,112.61µm
_02355_,112.61µm
digital_domain_inst.cfg_phase90_offset_x\[13\],112.61µm
net92,112.61µm
net353,112.61µm
net1348,112.61µm
_01326_,112.56µm
_03582_,112.56µm
_04221_,112.56µm
net426,112.56µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[13\],112.1µm
net1021,112.1µm
net1905,112.1µm
net524,112.05µm
net635,112.05µm
_01353_,112µm
net2256,112µm
_00987_,111.64µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[11\],111.64µm
net633,111.59µm
net304,111.54µm
net1926,111.54µm
net1951,111.54µm
_00500_,111.49µm
digital_domain_inst.signal_processor_y_inst.s90_pipe\[3\],111.49µm
net691,111.49µm
net693,111.49µm
net1095,111.49µm
_03440_,111.44µm
digital_domain_inst.cfg_f_MEMS_fcw_x\[6\],111.44µm
net284,111.44µm
net503,111.44µm
net1476,111.44µm
net1647,111.44µm
net779,111.08µm
_00888_,111.03µm
net1168,111.03µm
_03994_,111.02µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[15\],110.98µm
_00825_,110.93µm
net179,110.93µm
net357,110.93µm
net2152,110.93µm
_04011_,110.88µm
net807,110.8µm
net1416,110.62µm
net315,110.47µm
net1953,110.47µm
_00673_,110.42µm
_01861_,110.42µm
net196,110.42µm
net874,110.42µm
net2222,110.42µm
_01584_,110.37µm
net1007,110.37µm
net1894,110.37µm
_00800_,110.32µm
_00650_,109.96µm
net523,109.91µm
_01663_,109.86µm
_01251_,109.76µm
net316,109.35µm
net528,109.35µm
digital_domain_inst.cfg_phase0_offset_x\[18\],109.3µm
net1886,109.3µm
net2177,109.3µm
net1603,109.28µm
_00821_,109.25µm
net643,109.25µm
net875,109.25µm
net1075,109.25µm
digital_domain_inst.raw_edge1_y\[6\],109.2µm
net659,109.2µm
_00180_,108.74µm
digital_domain_inst.cfg_phase90_offset_y\[14\],108.74µm
net1094,108.74µm
net10,108.69µm
net522,108.69µm
net527,108.69µm
net1713,108.69µm
net2166,108.69µm
_01479_,108.64µm
net547,108.64µm
net1268,108.64µm
net1903,108.64µm
_00826_,108.28µm
net187,108.18µm
net903,108.18µm
net2108,108.13µm
_03718_,108.08µm
_04186_,108.08µm
net1963,108.08µm
_00610_,107.82µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[2\],107.82µm
net690,107.72µm
net494,107.62µm
_02134_,107.57µm
net1478,107.57µm
net1699,107.52µm
_01517_,107.31µm
net1754,107.24µm
_00599_,107.21µm
_01381_,107.11µm
_04044_,107.06µm
net113,107.06µm
net153,107.06µm
net1019,107.06µm
digital_domain_inst.cfg_phase90_offset_x\[8\],107.01µm
net102,107.01µm
net1184,107.01µm
net2074,107.01µm
_02379_,106.98µm
_01463_,106.96µm
net332,106.96µm
net1020,106.96µm
_00965_,106.6µm
net51,106.55µm
net825,106.55µm
net2241,106.55µm
digital_domain_inst.cfg_f_MEMS_fcw_y\[3\],106.5µm
digital_domain_inst.cfg_phase0_offset_x\[17\],106.5µm
net1127,106.5µm
net2185,106.5µm
_03600_,106.45µm
net232,106.45µm
net1000,106.45µm
_00555_,106.4µm
_01197_,106.4µm
net454,106.4µm
net1659,106.4µm
net1746,106.4µm
digital_domain_inst.wave_controller_y_inst.wave_cycle_cnt\[4\],106.14µm
digital_domain_inst.cfg_phase90_offset_x\[15\],106.04µm
net84,105.99µm
net1359,105.99µm
net1773,105.99µm
_02381_,105.94µm
net1341,105.94µm
net1594,105.94µm
_00707_,105.89µm
digital_domain_inst.raw_edge2_y\[20\],105.89µm
net682,105.89µm
net1016,105.89µm
net1365,105.89µm
net1934,105.89µm
_00210_,105.84µm
net2237,105.84µm
_00977_,105.53µm
_02412_,105.53µm
_00829_,105.48µm
_03479_,105.43µm
net555,105.38µm
_02347_,105.33µm
_04194_,105.33µm
net2183,105.33µm
_03872_,105.28µm
_00968_,104.97µm
net460,104.92µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[5\],104.87µm
_02839_,104.77µm
_03609_,104.77µm
net427,104.77µm
net1677,104.77µm
net2085,104.72µm
digital_domain_inst.signal_processor_x_inst.s90,104.36µm
_00565_,104.31µm
_00609_,104.31µm
_00616_,104.31µm
net323,104.26µm
clknet_1_0__leaf_clk,104.22µm
_00615_,104.21µm
net730,104.21µm
net1138,104.21µm
net1697,104.21µm
net2021,104.21µm
net105,104.16µm
net240,104.16µm
net1166,104.16µm
net1776,104.16µm
net2221,104.16µm
net310,103.7µm
net872,103.7µm
net1760,103.7µm
_00812_,103.65µm
_01057_,103.65µm
_03878_,103.65µm
_03891_,103.65µm
net319,103.65µm
net2090,103.65µm
clknet_0_clk,103.65µm
net1065,103.6µm
_02345_,103.57µm
digital_domain_inst.delay_wave_cycle_x\[3\],103.34µm
net2247,103.19µm
net1756,103.14µm
net2235,103.14µm
net298,103.09µm
net993,103.09µm
net1441,103.09µm
net1455,103.04µm
_05201_,102.93µm
net942,102.81µm
_00620_,102.63µm
_02352_,102.63µm
net1657,102.63µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[9\],102.53µm
_01664_,102.48µm
net444,102.48µm
net1077,102.17µm
net49,102.12µm
net708,102.12µm
_00764_,102.07µm
_01674_,102.07µm
net1696,102.07µm
digital_domain_inst.raw_edge1_y\[17\],102.02µm
digital_domain_inst.spi_regs_inst.sclk_d,102.02µm
net43,102.02µm
net94,102.02µm
net627,102.02µm
net1206,102.02µm
_03032_,101.97µm
net1448,101.92µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[1\],101.56µm
_00796_,101.46µm
net897,101.46µm
_00641_,101.41µm
_01721_,101.41µm
digital_domain_inst.raw_edge2_y\[6\],101.41µm
digital_domain_inst.raw_edge3_y\[13\],101.41µm
net1115,101.41µm
net1876,101.41µm
net1691,101.36µm
digital_domain_inst.wave_controller_x_inst.wave_cycle_cnt\[2\],101.05µm
_00649_,101µm
_03588_,100.9µm
net1460,100.9µm
net1173,100.89µm
_00709_,100.85µm
net742,100.85µm
_01492_,100.8µm
digital_domain_inst.cal_dir_x,100.8µm
net1335,100.8µm
_05200_,100.39µm
digital_domain_inst.spi_regs_inst.reg_wr_data\[7\],100.39µm
net54,100.39µm
net599,100.39µm
_04005_,100.34µm
net1752,100.34µm
net2034,100.34µm
_04081_,100.29µm
net191,100.29µm
net265,100.29µm
net1272,100.29µm
net1354,100.29µm
net2109,100.29µm
_03578_,100.24µm
net236,100.24µm
net479,100.24µm
net976,100.24µm
net1629,100.24µm
_00802_,99.83µm
net48,99.83µm
_00603_,99.78µm
_01544_,99.78µm
net1005,99.78µm
net2212,99.78µm
_01445_,99.73µm
_02027_,99.73µm
net1191,99.73µm
net1224,99.73µm
net1577,99.73µm
net2010,99.73µm
net597,99.5µm
_00569_,99.27µm
net296,99.22µm
_05717_,99.17µm
digital_domain_inst.wave_controller_x_inst.phase_acc\[1\],99.17µm
net27,99.17µm
net541,99.17µm
net746,99.17µm
net883,99.17µm
net1783,99.17µm
_01491_,99.12µm
_01761_,98.66µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[2\],98.66µm
net1186,98.66µm
_03657_,98.61µm
net1150,98.56µm
_01739_,98.25µm
_00643_,98.1µm
net361,98.1µm
net950,98.1µm
net1895,98.1µm
net1970,98.1µm
digital_domain_inst.cfg_phase90_offset_x\[19\],98.05µm
net109,98.05µm
net306,98.05µm
_03591_,98µm
net685,98µm
net1793,97.96µm
net1117,97.69µm
_04959_,97.64µm
net970,97.64µm
net720,97.59µm
digital_domain_inst.cfg_phase270_offset_y\[9\],97.54µm
digital_domain_inst.cfg_phase270_offset_y\[7\],97.49µm
net992,97.49µm
_03241_,97.44µm
_03985_,97.44µm
digital_domain_inst.wave_controller_y_inst.phase_acc\[20\],97.44µm
net1058,97.44µm
_04208_,97.38µm
_00660_,97.03µm
_05394_,97.03µm
net242,96.98µm
net354,96.98µm
net2026,96.98µm
_04095_,96.93µm
digital_domain_inst.cfg_phase270_offset_x\[17\],96.93µm
net342,96.93µm
_03608_,96.88µm
_03871_,96.88µm
net144,96.88µm
net393,96.57µm
_01319_,96.42µm
_01805_,96.42µm
net261,96.42µm
net389,96.42µm
_01200_,96.37µm
_03867_,96.37µm
net991,96.37µm
_01305_,96.32µm
_04102_,96.32µm
net1342,96.32µm
