net,length_um
spi_regs_inst/_0581_,76.21µm
wave_controller_x_inst/_0441_,76.21µm
wave_controller_x_inst/net158,76.21µm
spi_regs_inst/net450,76.21µm
wave_controller_y_inst/net1547,76.21µm
wave_controller_x_inst/_1297_,76.16µm
net546,76.16µm
spi_regs_inst/net1060,76.16µm
net1186,76.16µm
delay_wave_cycle_y\[7\],75.85µm
wave_controller_y_inst/net622,75.85µm
wave_controller_x_inst/net121,75.8µm
spi_regs_inst/_0717_,75.75µm
wave_controller_y_inst/net484,75.75µm
wave_controller_x_inst/net687,75.75µm
spi_regs_inst/_0618_,75.7µm
wave_controller_y_inst/_1431_,75.7µm
wave_controller_y_inst/net771,75.7µm
wave_controller_x_inst/net891,75.7µm
spi_regs_inst/_0577_,75.65µm
spi_regs_inst/net378,75.65µm
cal_phase0_offset_x\[16\],75.6µm
cal_phase270_offset_x\[4\],75.6µm
wave_controller_x_inst/_0486_,75.6µm
wave_controller_x_inst/_1721_,75.6µm
wave_controller_x_inst/net171,75.6µm
wave_controller_x_inst/net942,75.6µm
signal_processor_y_inst/net744,75.24µm
spi_regs_inst/net385,75.19µm
spi_regs_inst/net470,75.19µm
wave_controller_x_inst/net1254,75.19µm
wave_controller_x_inst/_1442_,75.14µm
net1306,75.14µm
signal_processor_y_inst/net332,75.09µm
spi_regs_inst/_0535_,75.04µm
wave_controller_x_inst/_0150_,75.04µm
spi_regs_inst/net327,75.04µm
wave_controller_y_inst/net1475,75.04µm
wave_controller_y_inst/_0414_,74.68µm
wave_controller_x_inst/net915,74.68µm
wave_controller_y_inst/net766,74.63µm
wave_controller_y_inst/net823,74.63µm
net1284,74.63µm
signal_processor_y_inst/net330,74.58µm
spi_regs_inst/net1179,74.58µm
wave_controller_x_inst/net91,74.53µm
spi_regs_inst/net1357,74.53µm
cal_phase0_offset_x\[13\],74.48µm
cal_phase270_offset_y\[13\],74.48µm
spi_regs_inst/_0623_,74.48µm
wave_controller_y_inst/net775,74.48µm
raw_edge3_x\[14\],74.22µm
wave_controller_y_inst/phase_acc\[5\],74.07µm
spi_regs_inst/net1039,74.07µm
net1454,74.07µm
raw_edge2_y\[19\],74.02µm
spi_regs_inst/_0579_,74.02µm
wave_controller_y_inst/_1225_,74.02µm
wave_controller_y_inst/_1293_,74.02µm
wave_controller_y_inst/_1309_,74.02µm
net1231,74.02µm
raw_edge1_x\[13\],73.97µm
spi_regs_inst/_0299_,73.92µm
spi_regs_inst/_0556_,73.92µm
wave_controller_x_inst/_1269_,73.92µm
net1528,73.92µm
raw_edge2_x\[2\],73.51µm
wave_controller_x_inst/net725,73.51µm
wave_controller_y_inst/net665,73.46µm
wave_controller_x_inst/net898,73.46µm
wave_controller_y_inst/net1177,73.46µm
wave_controller_x_inst/_1401_,73.41µm
spi_regs_inst/net397,73.41µm
spi_regs_inst/_0290_,73.36µm
wave_controller_x_inst/_0260_,73.36µm
raw_edge1_x\[4\],72.95µm
wave_controller_x_inst/net1272,72.95µm
spi_regs_inst/_0572_,72.9µm
wave_controller_y_inst/_0287_,72.9µm
net1525,72.9µm
cfg_phase90_offset_y\[13\],72.85µm
wave_controller_y_inst/net796,72.85µm
spi_regs_inst/net1408,72.85µm
spi_regs_inst/_0250_,72.8µm
wave_controller_y_inst/net1491,72.8µm
raw_edge2_y\[20\],72.44µm
wave_controller_y_inst/wave_cycle_cnt\[5\],72.44µm
spi_regs_inst/net1348,72.44µm
wave_controller_y_inst/net835,72.39µm
wave_controller_x_inst/net946,72.39µm
net1380,72.39µm
wave_controller_y_inst/net860,72.34µm
net1245,72.34µm
wave_controller_x_inst/_1279_,72.29µm
wave_controller_y_inst/_0978_,72.29µm
spi_regs_inst/net1465,72.29µm
net1551,72.29µm
cfg_f_MEMS_fcw_x\[1\],72.24µm
wave_controller_x_inst/net1345,72.24µm
net1466,72.24µm
spi_regs_inst/_0686_,71.93µm
wave_controller_x_inst/_1254_,71.83µm
wave_controller_x_inst/_1275_,71.78µm
wave_controller_x_inst/wave_cycle_cnt\[4\],71.78µm
wave_controller_x_inst/net221,71.78µm
wave_controller_x_inst/net696,71.78µm
wave_controller_x_inst/net714,71.78µm
signal_processor_x_inst/net1325,71.78µm
wave_controller_x_inst/net695,71.73µm
wave_controller_y_inst/net1480,71.73µm
spi_regs_inst/net1499,71.73µm
spi_regs_inst/_0596_,71.68µm
wave_controller_x_inst/_0552_,71.68µm
wave_controller_x_inst/_0911_,71.68µm
wave_controller_x_inst/phase_acc\[17\],71.68µm
wave_controller_y_inst/_1460_,71.68µm
net1497,71.27µm
cal_phase0_offset_x\[19\],71.22µm
spi_regs_inst/mosi_sync\[1\],71.22µm
wave_controller_y_inst/_0467_,71.22µm
cfg_f_MEMS_fcw_y\[12\],71.17µm
spi_regs_inst/rx_shift\[1\],71.17µm
wave_controller_x_inst/_1298_,71.17µm
wave_controller_x_inst/phase_acc\[12\],71.17µm
wave_controller_y_inst/_0737_,71.17µm
wave_controller_y_inst/net284,71.17µm
wave_controller_y_inst/net1155,71.17µm
spi_regs_inst/_0241_,71.12µm
wave_controller_y_inst/net871,71.12µm
wave_controller_x_inst/net1294,71.12µm
cfg_phase270_offset_x\[11\],70.76µm
signal_processor_x_inst/_041_,70.71µm
wave_controller_x_inst/net961,70.66µm
spi_regs_inst/net1050,70.66µm
cfg_phase270_offset_x\[10\],70.61µm
wave_controller_x_inst/net520,70.61µm
wave_controller_y_inst/net1135,70.61µm
wave_controller_x_inst/_1409_,70.56µm
wave_controller_y_inst/net791,70.56µm
wave_controller_y_inst/net800,70.56µm
wave_controller_y_inst/_1210_,70.25µm
wave_controller_x_inst/_0252_,70.2µm
spi_regs_inst/rx_shift\[0\],70.15µm
wave_controller_y_inst/_1587_,70.15µm
wave_controller_y_inst/net148,70.15µm
spi_regs_inst/_0724_,70.1µm
wave_controller_y_inst/net38,70.1µm
wave_controller_y_inst/net494,70.1µm
wave_controller_y_inst/net1448,70.1µm
wave_controller_x_inst/_0737_,70.05µm
wave_controller_x_inst/_1277_,70.05µm
wave_controller_y_inst/net491,70.05µm
wave_controller_x_inst/net921,70.05µm
spi_regs_inst/tx_shift\[1\],70µm
wave_controller_x_inst/net954,70µm
cfg_phase0_offset_y\[9\],69.74µm
wave_controller_y_inst/_1294_,69.54µm
wave_controller_x_inst/net682,69.54µm
wave_controller_x_inst/net897,69.54µm
wave_controller_x_inst/_1319_,69.49µm
wave_controller_y_inst/_0909_,69.49µm
wave_controller_y_inst/net762,69.49µm
wave_controller_y_inst/net1545,69.49µm
cfg_f_MEMS_fcw_y\[3\],69.44µm
wave_controller_x_inst/_0259_,69.44µm
wave_controller_y_inst/net65,69.44µm
spi_regs_inst/net458,69.44µm
net733,69.44µm
wave_controller_y_inst/net1489,69.44µm
net1530,69.08µm
wave_controller_y_inst/_1276_,69.03µm
wave_controller_x_inst/net79,69.03µm
wave_controller_x_inst/net688,69.03µm
spi_regs_inst/_0633_,68.93µm
wave_controller_y_inst/_0503_,68.93µm
wave_controller_x_inst/net355,68.93µm
spi_regs_inst/net368,68.93µm
spi_regs_inst/net573,68.93µm
wave_controller_x_inst/net1303,68.93µm
wave_controller_y_inst/net66,68.88µm
wave_controller_x_inst/net119,68.88µm
wave_controller_y_inst/net238,68.88µm
wave_controller_x_inst/_0710_,68.52µm
wave_controller_y_inst/net787,68.52µm
spi_regs_inst/net1076,68.47µm
wave_controller_y_inst/net832,68.42µm
wave_controller_x_inst/_1605_,68.37µm
wave_controller_y_inst/phase_acc\[7\],68.37µm
wave_controller_y_inst/net183,68.37µm
wave_controller_x_inst/net1298,68.37µm
spi_regs_inst/rx_shift\[3\],68.32µm
net1451,68.32µm
wave_controller_y_inst/_1249_,67.91µm
delay_wave_cycle_y\[6\],67.86µm
wave_controller_y_inst/_1383_,67.86µm
wave_controller_x_inst/net94,67.86µm
signal_processor_x_inst/net734,67.86µm
spi_regs_inst/net1355,67.86µm
cal_phase270_offset_x\[10\],67.81µm
cal_phase270_offset_y\[7\],67.81µm
delay_wave_cycle_y\[4\],67.81µm
spi_regs_inst/_0516_,67.81µm
wave_controller_y_inst/_0861_,67.81µm
net1252,67.81µm
wave_controller_y_inst/_0606_,67.76µm
wave_controller_y_inst/net232,67.76µm
wave_controller_x_inst/net252,67.76µm
wave_controller_y_inst/net343,67.76µm
wave_controller_x_inst/net708,67.76µm
wave_controller_y_inst/net772,67.35µm
net1427,67.35µm
cfg_phase90_offset_y\[15\],67.3µm
wave_controller_x_inst/_1552_,67.3µm
wave_controller_y_inst/net1546,67.3µm
spi_regs_inst/_0365_,67.25µm
spi_regs_inst/_0571_,67.25µm
spi_regs_inst/_0598_,67.25µm
wave_controller_y_inst/net640,67.25µm
wave_controller_y_inst/net1152,67.25µm
wave_controller_x_inst/net1266,67.25µm
spi_regs_inst/_0222_,67.2µm
spi_regs_inst/_0509_,67.2µm
raw_edge2_x\[13\],66.79µm
wave_controller_x_inst/_0396_,66.79µm
wave_controller_y_inst/_1307_,66.74µm
raw_edge2_y\[6\],66.69µm
wave_controller_y_inst/_1278_,66.69µm
wave_controller_y_inst/_1435_,66.69µm
wave_controller_x_inst/net102,66.69µm
spi_regs_inst/net1354,66.69µm
spi_regs_inst/net1399,66.69µm
cfg_phase270_offset_y\[10\],66.18µm
spi_regs_inst/_0664_,66.18µm
wave_controller_y_inst/_0610_,66.18µm
wave_controller_y_inst/_1440_,66.18µm
net1105,66.18µm
net1209,66.18µm
spi_regs_inst/_0413_,66.13µm
wave_controller_x_inst/_1326_,66.13µm
wave_controller_y_inst/comp_sync3,66.13µm
wave_controller_x_inst/net124,66.13µm
wave_controller_x_inst/net220,66.13µm
spi_regs_inst/net607,66.13µm
spi_regs_inst/net1409,66.13µm
net1434,66.13µm
spi_regs_inst/_0614_,66.08µm
wave_controller_y_inst/net37,66.08µm
wave_controller_y_inst/net246,66.08µm
wave_controller_y_inst/net663,66.08µm
wave_controller_x_inst/net893,66.08µm
wave_controller_x_inst/net1295,66.08µm
wave_controller_x_inst/net1320,66.08µm
wave_controller_y_inst/net32,65.67µm
wave_controller_y_inst/net487,65.67µm
raw_edge2_y\[7\],65.62µm
wave_controller_x_inst/_0611_,65.62µm
wave_controller_x_inst/_1399_,65.62µm
wave_controller_y_inst/_1284_,65.62µm
wave_controller_y_inst/_1416_,65.62µm
wave_controller_y_inst/net133,65.62µm
wave_controller_x_inst/net922,65.62µm
spi_regs_inst/bit_cnt\[0\],65.57µm
wave_controller_x_inst/_1295_,65.57µm
wave_controller_x_inst/_1460_,65.57µm
signal_processor_x_inst/net1331,65.57µm
net1457,65.57µm
spi_regs_inst/_0547_,65.52µm
spi_regs_inst/net566,65.52µm
wave_controller_x_inst/net1240,65.26µm
wave_controller_y_inst/net632,65.16µm
wave_controller_x_inst/net886,65.11µm
net1337,65.06µm
wave_controller_y_inst/cal_burst_active,65.01µm
spi_regs_inst/net319,65.01µm
wave_controller_x_inst/net919,65.01µm
net1248,65.01µm
spi_regs_inst/tx_shift\[3\],64.96µm
wave_controller_x_inst/net137,64.96µm
signal_processor_x_inst/net335,64.96µm
spi_regs_inst/net722,64.96µm
signal_processor_x_inst/net737,64.96µm
spi_regs_inst/net1521,64.6µm
wave_controller_x_inst/_0614_,64.55µm
signal_processor_x_inst/net731,64.55µm
net1578,64.525µm
wave_controller_x_inst/_0414_,64.5µm
wave_controller_y_inst/net649,64.5µm
wave_controller_y_inst/net804,64.5µm
spi_regs_inst/_0482_,64.45µm
wave_controller_y_inst/net1198,64.45µm
wave_controller_x_inst/net1206,64.45µm
net1430,64.45µm
wave_controller_y_inst/_1034_,64.4µm
spi_regs_inst/_0304_,64.15µm
signal_processor_y_inst/s90_pipe\[3\],63.99µm
raw_edge1_y\[16\],63.94µm
spi_regs_inst/_0569_,63.94µm
wave_controller_y_inst/_0964_,63.94µm
spi_regs_inst/net372,63.94µm
wave_controller_y_inst/net647,63.94µm
net1281,63.94µm
net1386,63.94µm
wave_controller_x_inst/_0209_,63.89µm
wave_controller_x_inst/_0413_,63.89µm
wave_controller_x_inst/_1034_,63.89µm
wave_controller_y_inst/_0636_,63.89µm
wave_controller_y_inst/net817,63.89µm
net1229,63.89µm
signal_processor_x_inst/s90,63.48µm
wave_controller_x_inst/_1278_,63.48µm
wave_controller_x_inst/net1257,63.43µm
wave_controller_x_inst/net938,63.38µm
wave_controller_y_inst/net1123,63.38µm
wave_controller_x_inst/net1279,63.38µm
spi_regs_inst/net1352,63.38µm
state_o\[0\],63.33µm
wave_controller_y_inst/_0900_,63.33µm
wave_controller_y_inst/net51,63.33µm
wave_controller_x_inst/net908,63.33µm
wave_controller_x_inst/_1440_,63.28µm
wave_controller_y_inst/_0590_,63.28µm
wave_controller_y_inst/_0631_,63.28µm
wave_controller_y_inst/net353,63.28µm
wave_controller_x_inst/net1297,63.28µm
signal_processor_x_inst/net1327,63.28µm
raw_edge2_y\[0\],62.87µm
wave_controller_y_inst/_1281_,62.87µm
wave_controller_x_inst/net153,62.82µm
wave_controller_y_inst/net795,62.82µm
net1385,62.82µm
wave_controller_y_inst/net23,62.77µm
net746,62.77µm
spi_regs_inst/_0273_,62.72µm
wave_controller_x_inst/_0529_,62.72µm
spi_regs_inst/net1401,62.72µm
wave_controller_x_inst/_0900_,62.31µm
wave_controller_y_inst/net67,62.31µm
wave_controller_x_inst/net100,62.31µm
spi_regs_inst/_0264_,62.26µm
spi_regs_inst/net559,62.26µm
wave_controller_y_inst/_0613_,62.21µm
wave_controller_y_inst/_1297_,62.21µm
wave_controller_y_inst/_1329_,62.21µm
wave_controller_x_inst/net925,62.21µm
cal_phase0_offset_x\[14\],62.16µm
cal_phase90_offset_x\[3\],62.16µm
wave_controller_y_inst/_1419_,62.16µm
signal_processor_y_inst/_061_,61.8µm
wave_controller_x_inst/net107,61.7µm
wave_controller_x_inst/_1244_,61.65µm
wave_controller_y_inst/_0672_,61.65µm
wave_controller_y_inst/_0953_,61.65µm
wave_controller_y_inst/net228,61.65µm
spi_regs_inst/net1056,61.65µm
spi_regs_inst/_0395_,61.6µm
wave_controller_x_inst/_0520_,61.6µm
wave_controller_y_inst/net827,61.6µm
wave_controller_x_inst/_0617_,61.49µm
raw_edge1_x\[12\],61.24µm
spi_regs_inst/net1055,61.24µm
wave_controller_y_inst/net193,61.19µm
wave_controller_y_inst/net498,61.19µm
wave_controller_y_inst/_0614_,61.14µm
wave_controller_x_inst/net678,61.14µm
wave_controller_y_inst/net1191,61.14µm
net1529,61.14µm
spi_regs_inst/net1398,61.09µm
spi_regs_inst/_0638_,60.68µm
wave_controller_x_inst/_0451_,60.68µm
net1282,60.63µm
wave_controller_x_inst/_0953_,60.53µm
wave_controller_y_inst/_0259_,60.53µm
wave_controller_y_inst/net843,60.53µm
wave_controller_y_inst/net1534,60.53µm
wave_controller_y_inst/net638,60.48µm
wave_controller_y_inst/net1112,60.12µm
spi_regs_inst/net455,60.07µm
net1460,60.07µm
wave_controller_y_inst/net750,60.02µm
cal_phase0_offset_y\[18\],59.97µm
wave_controller_y_inst/_1229_,59.97µm
net1438,59.97µm
spi_regs_inst/_0322_,59.92µm
wave_controller_y_inst/_0897_,59.92µm
wave_controller_x_inst/net96,59.92µm
wave_controller_x_inst/net99,59.92µm
wave_controller_y_inst/net172,59.92µm
spi_regs_inst/net557,59.92µm
spi_regs_inst/_0619_,59.51µm
spi_regs_inst/_0703_,59.51µm
wave_controller_y_inst/net826,59.51µm
signal_processor_y_inst/_046_,59.46µm
spi_regs_inst/_0584_,59.46µm
wave_controller_x_inst/_0672_,59.46µm
wave_controller_y_inst/_0570_,59.46µm
wave_controller_y_inst/_0602_,59.46µm
wave_controller_y_inst/_0764_,59.46µm
wave_controller_y_inst/net1122,59.46µm
wave_controller_x_inst/net1221,59.46µm
net1464,59.46µm
wave_controller_x_inst/_1320_,59.41µm
state_machine_inst/net301,59.41µm
wave_controller_y_inst/net344,59.41µm
wave_controller_y_inst/net1533,59.41µm
net5,59.36µm
wave_controller_x_inst/_0334_,59.36µm
wave_controller_y_inst/_0652_,59.36µm
wave_controller_y_inst/net493,59.36µm
spi_regs_inst/net587,59.36µm
wave_controller_y_inst/net667,59.36µm
wave_controller_y_inst/net1493,59.36µm
wave_controller_y_inst/net1168,59µm
wave_controller_x_inst/net931,58.95µm
wave_controller_y_inst/net1542,58.95µm
wave_controller_x_inst/_1412_,58.9µm
wave_controller_y_inst/net838,58.9µm
signal_processor_x_inst/net1330,58.9µm
cfg_phase90_offset_y\[10\],58.85µm
spi_regs_inst/_0548_,58.85µm
wave_controller_x_inst/_1302_,58.85µm
net1239,58.85µm
wave_controller_y_inst/_1557_,58.8µm
wave_controller_x_inst/net103,58.8µm
signal_processor_x_inst/net336,58.8µm
wave_controller_y_inst/_1449_,58.49µm
raw_edge2_y\[14\],58.39µm
wave_controller_y_inst/net1178,58.39µm
spi_regs_inst/_0712_,58.34µm
wave_controller_y_inst/_0698_,58.34µm
wave_controller_x_inst/net909,58.34µm
wave_controller_x_inst/net902,58.29µm
wave_controller_x_inst/net916,58.29µm
spi_regs_inst/net1498,58.29µm
cfg_phase0_offset_y\[11\],58.24µm
signal_processor_y_inst/net1416,58.24µm
signal_processor_y_inst/_041_,57.83µm
wave_controller_x_inst/net1344,57.83µm
spi_regs_inst/spi_addr\[5\],57.78µm
wave_controller_y_inst/_1244_,57.78µm
wave_controller_x_inst/net1363,57.78µm
spi_regs_inst/net1378,57.78µm
cfg_f_MEMS_fcw_y\[6\],57.73µm
wave_controller_y_inst/_0629_,57.73µm
wave_controller_y_inst/net177,57.73µm
wave_controller_y_inst/net783,57.73µm
wave_controller_y_inst/net815,57.73µm
wave_controller_y_inst/net818,57.73µm
wave_controller_x_inst/net935,57.73µm
wave_controller_x_inst/net1304,57.73µm
net1548,57.73µm
wave_controller_x_inst/_0767_,57.68µm
wave_controller_y_inst/net631,57.68µm
wave_controller_y_inst/net1470,57.68µm
spi_regs_inst/net462,57.45µm
wave_controller_y_inst/net1181,57.32µm
wave_controller_x_inst/net1371,57.27µm
spi_regs_inst/_0336_,57.22µm
wave_controller_y_inst/net777,57.22µm
spi_regs_inst/_0443_,57.17µm
wave_controller_x_inst/net249,57.17µm
spi_regs_inst/net602,57.17µm
wave_controller_y_inst/net636,57.17µm
signal_processor_x_inst/net1326,57.17µm
wave_controller_x_inst/net1368,57.17µm
spi_regs_inst/net1512,57.17µm
spi_regs_inst/_0615_,57.12µm
wave_controller_y_inst/_0632_,57.12µm
wave_controller_x_inst/net125,57.12µm
net1456,57.12µm
wave_controller_y_inst/_1004_,56.71µm
net1308,56.71µm
signal_processor_x_inst/s90_pipe\[3\],56.66µm
wave_controller_x_inst/net81,56.66µm
wave_controller_x_inst/net690,56.66µm
wave_controller_y_inst/net812,56.66µm
net1382,56.66µm
raw_edge1_y\[4\],56.61µm
wave_controller_x_inst/_0766_,56.61µm
wave_controller_y_inst/_1598_,56.61µm
wave_controller_y_inst/net654,56.61µm
net1162,56.61µm
wave_controller_x_inst/net1253,56.61µm
net1375,56.61µm
wave_controller_y_inst/net1537,56.61µm
raw_edge3_y\[12\],56.56µm
spi_regs_inst/_0695_,56.56µm
spi_regs_inst/net321,56.56µm
wave_controller_x_inst/net895,56.56µm
wave_controller_x_inst/net941,56.56µm
net1444,56.15µm
cal_phase0_offset_y\[20\],56.1µm
wave_controller_x_inst/_1249_,56.1µm
wave_controller_y_inst/_0699_,56.1µm
wave_controller_x_inst/_1464_,56.05µm
wave_controller_y_inst/_0284_,56.05µm
raw_edge1_y\[7\],56µm
spi_regs_inst/_0229_,56µm
spi_regs_inst/_0285_,56µm
wave_controller_y_inst/_1234_,56µm
wave_controller_y_inst/_1451_,56µm
wave_controller_x_inst/net114,56µm
spi_regs_inst/net1443,56µm
wave_controller_y_inst/_1295_,55.74µm
wave_controller_y_inst/net144,55.69µm
spi_regs_inst/net1513,55.64µm
cfg_phase270_offset_y\[11\],55.59µm
spi_regs_inst/_0688_,55.54µm
wave_controller_y_inst/_0818_,55.54µm
wave_controller_x_inst/_1282_,55.49µm
wave_controller_y_inst/net621,55.49µm
wave_controller_x_inst/net1362,55.49µm
spi_regs_inst/net1394,55.49µm
wave_controller_y_inst/net1469,55.49µm
cal_phase90_offset_x\[17\],55.44µm
spi_regs_inst/_0495_,55.44µm
spi_regs_inst/_0557_,55.44µm
wave_controller_x_inst/_1004_,55.44µm
wave_controller_x_inst/_1222_,55.44µm
wave_controller_x_inst/_1225_,55.44µm
wave_controller_x_inst/_1722_,55.44µm
net1437,55.44µm
signal_processor_x_inst/cnt_out\[0\],55.26µm
wave_controller_y_inst/net488,55.08µm
spi_regs_inst/net1377,55.03µm
signal_processor_y_inst/net1418,55.03µm
signal_processor_y_inst/cycle_count\[2\],54.98µm
wave_controller_x_inst/_0239_,54.98µm
wave_controller_x_inst/_1255_,54.98µm
wave_controller_x_inst/net77,54.98µm
wave_controller_x_inst/net208,54.98µm
wave_controller_x_inst/net513,54.98µm
wave_controller_y_inst/net1164,54.98µm
net1501,54.98µm
signal_processor_x_inst/_046_,54.93µm
spi_regs_inst/_0314_,54.93µm
wave_controller_x_inst/net264,54.93µm
wave_controller_x_inst/net676,54.93µm
wave_controller_y_inst/net769,54.93µm
wave_controller_x_inst/net899,54.93µm
wave_controller_x_inst/net913,54.93µm
wave_controller_x_inst/net962,54.93µm
wave_controller_y_inst/net1139,54.93µm
cal_phase0_offset_x\[2\],54.88µm
wave_controller_y_inst/_0593_,54.88µm
wave_controller_y_inst/_1226_,54.88µm
wave_controller_y_inst/net1183,54.88µm
net1506,54.88µm
wave_controller_y_inst/_1306_,54.52µm
wave_controller_x_inst/_1281_,54.47µm
wave_controller_y_inst/_1239_,54.42µm
wave_controller_y_inst/net146,54.42µm
spi_regs_inst/net1029,54.42µm
wave_controller_x_inst/net1317,54.42µm
wave_controller_y_inst/_0138_,54.37µm
wave_controller_y_inst/_0971_,54.37µm
wave_controller_x_inst/net356,54.37µm
wave_controller_x_inst/net741,54.37µm
spi_regs_inst/_0312_,54.32µm
spi_regs_inst/_0561_,54.32µm
spi_regs_inst/net606,54.32µm
wave_controller_y_inst/net1163,54.06µm
wave_controller_x_inst/phase_acc\[11\],53.91µm
spi_regs_inst/_0411_,53.86µm
spi_regs_inst/_0580_,53.86µm
wave_controller_x_inst/_1451_,53.86µm
wave_controller_y_inst/_0209_,53.86µm
wave_controller_y_inst/_0863_,53.86µm
spi_regs_inst/net620,53.86µm
wave_controller_y_inst/_1262_,53.81µm
net1445,53.81µm
wave_controller_y_inst/_0272_,53.76µm
wave_controller_x_inst/net518,53.76µm
spi_regs_inst/net582,53.76µm
signal_processor_x_inst/net1329,53.76µm
spi_regs_inst/net1391,53.35µm
raw_edge3_x\[7\],53.3µm
wave_controller_x_inst/_0829_,53.3µm
wave_controller_y_inst/net49,53.3µm
wave_controller_y_inst/net342,53.3µm
wave_controller_x_inst/_0242_,53.25µm
wave_controller_y_inst/net340,53.25µm
spi_regs_inst/net1517,53.25µm
spi_regs_inst/_0325_,53.2µm
wave_controller_x_inst/_0352_,53.2µm
wave_controller_x_inst/_1044_,53.2µm
wave_controller_y_inst/_0413_,53.2µm
wave_controller_y_inst/_0633_,53.2µm
wave_controller_y_inst/net836,53.2µm
spi_regs_inst/net1033,53.2µm
net1523,53.2µm
wave_controller_y_inst/net1527,53.2µm
signal_processor_x_inst/_102_,52.79µm
wave_controller_y_inst/net807,52.79µm
net1224,52.79µm
wave_controller_x_inst/_1052_,52.74µm
wave_controller_x_inst/_1504_,52.74µm
wave_controller_y_inst/phase_acc\[15\],52.74µm
spi_regs_inst/net453,52.74µm
spi_regs_inst/net454,52.74µm
wave_controller_y_inst/net1540,52.74µm
spi_regs_inst/_0291_,52.69µm
wave_controller_y_inst/_1282_,52.69µm
wave_controller_x_inst/_0526_,52.64µm
wave_controller_x_inst/_1583_,52.64µm
wave_controller_y_inst/_1039_,52.64µm
net1323,52.64µm
spi_regs_inst/rx_shift\[5\],52.28µm
wave_controller_x_inst/net892,52.23µm
wave_controller_y_inst/_1568_,52.18µm
wave_controller_y_inst/wave_cycle_cnt\[6\],52.18µm
wave_controller_x_inst/net924,52.18µm
wave_controller_x_inst/net1244,52.18µm
cal_phase0_offset_x\[8\],52.13µm
signal_processor_x_inst/cnt_in\[2\],52.13µm
signal_processor_y_inst/cycle_count\[1\],52.13µm
wave_controller_y_inst/comp_sync4,52.13µm
wave_controller_y_inst/phase_acc\[12\],52.13µm
wave_controller_y_inst/net478,52.13µm
spi_regs_inst/net550,52.13µm
wave_controller_x_inst/net1299,52.13µm
spi_regs_inst/_0301_,52.08µm
spi_regs_inst/_0485_,52.08µm
spi_regs_inst/_0613_,52.08µm
wave_controller_x_inst/_0636_,52.08µm
spi_regs_inst/net272,51.67µm
wave_controller_y_inst/net824,51.67µm
wave_controller_x_inst/_1299_,51.62µm
spi_regs_inst/net1350,51.62µm
cfg_f_MEMS_fcw_x\[5\],51.57µm
spi_regs_inst/_0255_,51.57µm
spi_regs_inst/tx_shift\[2\],51.57µm
wave_controller_y_inst/_0331_,51.57µm
wave_controller_x_inst/net1359,51.57µm
wave_controller_x_inst/net1376,51.57µm
wave_controller_y_inst/net1483,51.57µm
net1524,51.57µm
spi_regs_inst/_0263_,51.52µm
spi_regs_inst/_0513_,51.52µm
wave_controller_x_inst/capture_pending,51.52µm
spi_regs_inst/_0674_,51.16µm
wave_controller_x_inst/_0602_,51.11µm
wave_controller_x_inst/_0608_,51.11µm
wave_controller_y_inst/_1566_,51.11µm
net1310,51.11µm
wave_controller_y_inst/net161,51.06µm
wave_controller_y_inst/net229,51.06µm
spi_regs_inst/net1404,51.06µm
spi_regs_inst/_0396_,51.01µm
spi_regs_inst/_0423_,51.01µm
wave_controller_y_inst/_0634_,51.01µm
spi_regs_inst/net581,51.01µm
net1160,50.96µm
wave_controller_x_inst/_1443_,50.55µm
wave_controller_y_inst/_0276_,50.55µm
wave_controller_y_inst/_1328_,50.55µm
wave_controller_y_inst/_0358_,50.5µm
wave_controller_y_inst/_0841_,50.5µm
wave_controller_y_inst/_1665_,50.5µm
wave_controller_x_inst/net1241,50.5µm
signal_processor_y_inst/net1422,50.5µm
spi_regs_inst/_0368_,50.45µm
spi_regs_inst/_0590_,50.45µm
wave_controller_y_inst/_0307_,50.45µm
wave_controller_y_inst/_1238_,50.45µm
wave_controller_y_inst/_1581_,50.45µm
wave_controller_y_inst/phase_acc\[14\],50.45µm
spi_regs_inst/net568,50.45µm
net1468,50.45µm
wave_controller_x_inst/_1152_,50.4µm
wave_controller_y_inst/_0571_,50.4µm
net1503,50.4µm
wave_controller_y_inst/_1726_,50.04µm
raw_edge1_y\[12\],49.99µm
wave_controller_x_inst/wave_cycle_cnt\[3\],49.99µm
wave_controller_x_inst/_0485_,49.94µm
wave_controller_x_inst/_0570_,49.94µm
wave_controller_x_inst/_1226_,49.94µm
net1387,49.94µm
spi_regs_inst/_0293_,49.89µm
wave_controller_x_inst/_0732_,49.89µm
wave_controller_x_inst/_1301_,49.89µm
wave_controller_y_inst/_0972_,49.89µm
wave_controller_y_inst/_1265_,49.89µm
wave_controller_x_inst/net120,49.89µm
wave_controller_y_inst/net147,49.89µm
wave_controller_y_inst/net495,49.89µm
wave_controller_y_inst/net842,49.89µm
wave_controller_x_inst/net1265,49.89µm
net1285,49.89µm
wave_controller_x_inst/net683,49.84µm
raw_edge1_y\[8\],49.43µm
cal_phase270_offset_x\[11\],49.38µm
wave_controller_y_inst/_0420_,49.38µm
wave_controller_y_inst/_0601_,49.38µm
wave_controller_y_inst/net751,49.38µm
net1435,49.38µm
spi_regs_inst/_0310_,49.33µm
wave_controller_y_inst/_1464_,49.33µm
wave_controller_x_inst/net528,49.33µm
