net,length_um
spi_regs_inst/_0221_,88.02µm
spi_regs_inst/rx_shift\[4\],88.02µm
wave_controller_y_inst/_1228_,88.02µm
spi_regs_inst/_0247_,87.97µm
wave_controller_x_inst/_1300_,87.97µm
wave_controller_y_inst/net171,87.97µm
spi_regs_inst/net1009,87.97µm
wave_controller_y_inst/_0520_,87.92µm
wave_controller_y_inst/net219,87.92µm
net1230,87.92µm
wave_controller_y_inst/net606,87.66µm
wave_controller_x_inst/net281,87.64µm
wave_controller_x_inst/net117,87.56µm
wave_controller_y_inst/_0643_,87.46µm
wave_controller_y_inst/net229,87.46µm
spi_regs_inst/net1036,87.46µm
spi_regs_inst/_0298_,87.42µm
wave_controller_y_inst/_1319_,87.41µm
spi_regs_inst/_0297_,87.36µm
spi_regs_inst/_0554_,87.36µm
wave_controller_y_inst/_0485_,87.36µm
wave_controller_y_inst/phase_acc\[6\],87µm
wave_controller_x_inst/net276,87µm
wave_controller_x_inst/net491,87µm
spi_regs_inst/_0669_,86.95µm
spi_regs_inst/_0719_,86.9µm
wave_controller_x_inst/phase_acc\[15\],86.9µm
wave_controller_x_inst/net245,86.9µm
spi_regs_inst/net285,86.9µm
raw_edge2_y\[17\],86.85µm
spi_regs_inst/_0657_,86.85µm
spi_regs_inst/net353,86.85µm
wave_controller_x_inst/net697,86.85µm
wave_controller_y_inst/net1544,86.8µm
wave_controller_y_inst/_0650_,86.39µm
wave_controller_x_inst/_1448_,86.34µm
wave_controller_x_inst/net650,86.34µm
wave_controller_x_inst/net906,86.34µm
cal_phase0_offset_x\[19\],86.29µm
spi_regs_inst/reg_wr_addr\[4\],86.24µm
wave_controller_x_inst/_1037_,86.24µm
wave_controller_y_inst/net621,85.83µm
cfg_phase90_offset_y\[11\],85.78µm
raw_edge1_x\[13\],85.78µm
wave_controller_x_inst/_1464_,85.78µm
wave_controller_x_inst/net120,85.78µm
wave_controller_y_inst/net217,85.78µm
wave_controller_y_inst/net607,85.78µm
wave_controller_y_inst/net789,85.68µm
wave_controller_x_inst/_0572_,85.27µm
spi_regs_inst/net1142,85.27µm
wave_controller_x_inst/net660,85.22µm
wave_controller_x_inst/net937,85.22µm
wave_controller_x_inst/net1212,85.22µm
wave_controller_x_inst/net1226,85.22µm
net1327,85.22µm
spi_regs_inst/_0598_,85.17µm
wave_controller_x_inst/_0150_,85.17µm
wave_controller_x_inst/net916,85.17µm
wave_controller_y_inst/net1415,85.17µm
spi_regs_inst/net1504,85.17µm
cal_phase0_offset_x\[11\],85.12µm
cfg_f_MEMS_fcw_y\[9\],85.12µm
spi_regs_inst/_0375_,85.12µm
wave_controller_y_inst/phase_acc\[9\],85.12µm
wave_controller_y_inst/net216,84.81µm
signal_processor_y_inst/net456,84.71µm
wave_controller_x_inst/_1309_,84.66µm
wave_controller_y_inst/net323,84.66µm
wave_controller_x_inst/net679,84.66µm
mems_drv_y,84.65µm
spi_regs_inst/_0617_,84.61µm
wave_controller_x_inst/net152,84.61µm
wave_controller_y_inst/net461,84.61µm
net706,84.61µm
cal_phase0_offset_y\[6\],84.56µm
wave_controller_y_inst/phase_acc\[7\],84.56µm
wave_controller_y_inst/net758,84.56µm
spi_regs_inst/net1013,84.56µm
raw_edge2_x\[9\],84.15µm
cfg_f_MEMS_fcw_y\[3\],84.1µm
spi_regs_inst/_0699_,84.1µm
wave_controller_y_inst/_1320_,84.1µm
wave_controller_y_inst/_1722_,84.05µm
wave_controller_y_inst/net56,84.05µm
net521,84.05µm
wave_controller_y_inst/net172,84µm
wave_controller_y_inst/net763,83.59µm
wave_controller_y_inst/net57,83.54µm
spi_regs_inst/net537,83.54µm
net1530,83.54µm
cal_phase90_offset_x\[3\],83.44µm
spi_regs_inst/_0430_,83.44µm
wave_controller_x_inst/net1186,83.03µm
wave_controller_x_inst/_1286_,82.98µm
wave_controller_y_inst/net25,82.98µm
cfg_phase0_offset_y\[9\],82.93µm
raw_edge1_y\[5\],82.93µm
wave_controller_x_inst/_1721_,82.93µm
wave_controller_y_inst/_0423_,82.93µm
spi_regs_inst/net1069,82.93µm
net1448,82.88µm
wave_controller_x_inst/wave_cycle_cnt\[6\],82.47µm
wave_controller_y_inst/_0616_,82.47µm
spi_regs_inst/net448,82.47µm
wave_controller_y_inst/net803,82.47µm
wave_controller_x_inst/_0610_,82.42µm
spi_regs_inst/net1012,82.42µm
net1369,82.42µm
spi_regs_inst/net1488,82.42µm
wave_controller_x_inst/phase_acc\[20\],82.37µm
wave_controller_y_inst/_1284_,82.37µm
wave_controller_y_inst/capture_pending,82.37µm
wave_controller_x_inst/_0911_,82.32µm
wave_controller_y_inst/net476,82.32µm
wave_controller_y_inst/_1429_,81.96µm
wave_controller_y_inst/net463,81.91µm
spi_regs_inst/_0350_,81.86µm
wave_controller_y_inst/net266,81.86µm
wave_controller_y_inst/net1113,81.86µm
spi_regs_inst/_0539_,81.81µm
wave_controller_x_inst/_1383_,81.81µm
wave_controller_y_inst/_1276_,81.76µm
wave_controller_x_inst/net92,81.76µm
wave_controller_y_inst/net1512,81.76µm
wave_controller_y_inst/_0552_,81.3µm
spi_regs_inst/net543,81.3µm
wave_controller_x_inst/net657,81.3µm
signal_processor_y_inst/net315,81.25µm
wave_controller_y_inst/net1392,81.25µm
spi_regs_inst/net1473,81.25µm
spi_regs_inst/_0587_,81.2µm
wave_controller_x_inst/net1432,81.2µm
net1551,81.2µm
cfg_phase270_offset_y\[9\],80.94µm
raw_edge3_x\[2\],80.84µm
wave_controller_x_inst/net673,80.79µm
wave_controller_y_inst/_1448_,80.74µm
raw_edge3_x\[8\],80.69µm
spi_regs_inst/net553,80.69µm
spi_regs_inst/_0673_,80.64µm
wave_controller_x_inst/_1034_,80.64µm
wave_controller_y_inst/net1155,80.64µm
spi_regs_inst/_0580_,80.28µm
wave_controller_x_inst/net1262,80.23µm
net1542,80.23µm
raw_edge2_x\[8\],80.18µm
spi_regs_inst/_0592_,80.18µm
wave_controller_x_inst/_1327_,80.18µm
wave_controller_x_inst/net340,80.18µm
spi_regs_inst/reg_wr_data\[0\],80.13µm
wave_controller_x_inst/_1297_,80.13µm
wave_controller_y_inst/net215,80.13µm
spi_regs_inst/net1074,80.13µm
spi_regs_inst/net1333,80.13µm
spi_regs_inst/_0395_,80.08µm
spi_regs_inst/_0408_,80.08µm
wave_controller_x_inst/_0423_,80.08µm
wave_controller_y_inst/_1438_,79.72µm
spi_regs_inst/rx_shift\[1\],79.67µm
wave_controller_x_inst/_1325_,79.67µm
signal_processor_x_inst/_041_,79.62µm
wave_controller_y_inst/net218,79.62µm
spi_regs_inst/net1467,79.62µm
spi_regs_inst/_0610_,79.57µm
cfg_phase270_offset_x\[12\],79.52µm
wave_controller_y_inst/_1297_,79.52µm
net1177,79.52µm
spi_regs_inst/net1408,79.52µm
raw_edge2_y\[6\],79.16µm
wave_controller_y_inst/net30,79.11µm
spi_regs_inst/_0552_,79.06µm
wave_controller_y_inst/_1440_,79.06µm
wave_controller_y_inst/_1605_,79.06µm
wave_controller_y_inst/net263,79.06µm
wave_controller_y_inst/net1510,79.06µm
wave_controller_y_inst/net267,79.01µm
wave_controller_x_inst/net901,79.01µm
cfg_f_MEMS_fcw_x\[6\],78.96µm
wave_controller_y_inst/net1154,78.96µm
wave_controller_x_inst/net1233,78.96µm
wave_controller_x_inst/net1253,78.96µm
wave_controller_x_inst/net674,78.6µm
wave_controller_y_inst/net1391,78.5µm
spi_regs_inst/_0263_,78.45µm
spi_regs_inst/_0449_,78.45µm
wave_controller_y_inst/_0529_,78.45µm
wave_controller_y_inst/_0737_,78.45µm
wave_controller_y_inst/_1219_,78.45µm
wave_controller_x_inst/net941,78.45µm
wave_controller_x_inst/_0622_,78.4µm
spi_regs_inst/net433,78.4µm
wave_controller_y_inst/net731,78.4µm
wave_controller_x_inst/net868,78.4µm
wave_controller_y_inst/net168,77.99µm
net1250,77.99µm
wave_controller_x_inst/_0485_,77.94µm
wave_controller_x_inst/net1219,77.94µm
wave_controller_x_inst/_1295_,77.89µm
wave_controller_x_inst/_1547_,77.89µm
wave_controller_y_inst/_0764_,77.89µm
spi_regs_inst/net1014,77.89µm
net1356,77.89µm
wave_controller_y_inst/_0259_,77.84µm
spi_regs_inst/net251,77.84µm
spi_regs_inst/net570,77.84µm
wave_controller_y_inst/_0710_,77.48µm
spi_regs_inst/reg_wr_data\[3\],77.38µm
wave_controller_x_inst/_1254_,77.38µm
wave_controller_x_inst/phase_acc\[0\],77.38µm
wave_controller_y_inst/net1515,77.38µm
wave_controller_y_inst/net136,77.33µm
cfg_phase90_offset_y\[9\],77.28µm
wave_controller_x_inst/_0414_,77.28µm
wave_controller_y_inst/_0287_,77.28µm
wave_controller_y_inst/net327,77.28µm
wave_controller_x_inst/net965,76.87µm
cfg_phase270_offset_y\[10\],76.82µm
spi_regs_inst/_0638_,76.82µm
spi_regs_inst/net307,76.82µm
spi_regs_inst/net572,76.82µm
wave_controller_x_inst/net921,76.82µm
wave_controller_x_inst/net1194,76.82µm
wave_controller_x_inst/net869,76.77µm
spi_regs_inst/_0586_,76.72µm
wave_controller_y_inst/net182,76.31µm
raw_edge1_x\[12\],76.26µm
wave_controller_x_inst/net877,76.26µm
spi_regs_inst/net1519,76.26µm
wave_controller_y_inst/net223,76.21µm
wave_controller_y_inst/net736,76.21µm
wave_controller_y_inst/net1098,76.21µm
wave_controller_y_inst/net1386,76.21µm
spi_regs_inst/_0290_,76.16µm
spi_regs_inst/_0422_,76.16µm
spi_regs_inst/_0473_,76.16µm
spi_regs_inst/_0715_,76.16µm
wave_controller_x_inst/_1429_,76.16µm
wave_controller_x_inst/net1314,76.16µm
state_machine_inst/net284,75.8µm
wave_controller_x_inst/_1228_,75.75µm
spi_regs_inst/mosi_sync\[1\],75.7µm
net1492,75.7µm
spi_regs_inst/reg_wr_data\[6\],75.65µm
wave_controller_x_inst/_0252_,75.65µm
wave_controller_y_inst/net27,75.65µm
signal_processor_x_inst/net1282,75.65µm
wave_controller_y_inst/_1206_,75.6µm
wave_controller_x_inst/net121,75.6µm
wave_controller_x_inst/phase_acc\[6\],75.24µm
wave_controller_y_inst/net1125,75.24µm
wave_controller_y_inst/net1156,75.19µm
cal_phase270_offset_y\[12\],75.14µm
cfg_phase270_offset_x\[17\],75.14µm
wave_controller_x_inst/phase_acc\[18\],75.14µm
wave_controller_x_inst/net499,75.14µm
wave_controller_y_inst/phase_acc\[5\],75.09µm
wave_controller_y_inst/net632,75.09µm
wave_controller_y_inst/net1099,75.09µm
spi_regs_inst/net1474,75.09µm
spi_regs_inst/_0451_,75.04µm
spi_regs_inst/_0694_,75.04µm
spi_regs_inst/net440,75.04µm
wave_controller_x_inst/net649,74.68µm
spi_regs_inst/_0632_,74.63µm
wave_controller_x_inst/net510,74.63µm
wave_controller_y_inst/net761,74.63µm
cal_phase0_offset_x\[13\],74.58µm
wave_controller_x_inst/net867,74.58µm
wave_controller_y_inst/net1400,74.58µm
spi_regs_inst/net1483,74.58µm
wave_controller_y_inst/net181,74.53µm
cal_phase270_offset_y\[7\],74.48µm
spi_regs_inst/_0413_,74.48µm
spi_regs_inst/_0423_,74.48µm
signal_processor_x_inst/net317,74.48µm
spi_regs_inst/net569,74.48µm
net1265,74.48µm
raw_edge2_x\[14\],74.22µm
raw_edge1_y\[7\],74.12µm
wave_controller_x_inst/net79,74.12µm
wave_controller_x_inst/_1292_,74.07µm
cfg_phase270_offset_x\[10\],74.02µm
wave_controller_x_inst/net279,74.02µm
signal_processor_x_inst/net319,74.02µm
wave_controller_x_inst/net514,74.02µm
signal_processor_y_inst/net1364,74.02µm
delay_wave_cycle_y\[4\],73.97µm
wave_controller_x_inst/_1425_,73.97µm
spi_regs_inst/net286,73.97µm
wave_controller_y_inst/net814,73.97µm
wave_controller_x_inst/net1199,73.97µm
spi_regs_inst/_0363_,73.92µm
wave_controller_y_inst/net768,73.92µm
wave_controller_y_inst/net1388,73.56µm
wave_controller_x_inst/net339,73.51µm
wave_controller_x_inst/net345,73.51µm
raw_edge2_x\[3\],73.46µm
wave_controller_x_inst/_1390_,73.46µm
spi_regs_inst/net1047,73.46µm
wave_controller_x_inst/net1203,73.46µm
spi_regs_inst/net1335,73.46µm
cfg_phase0_offset_x\[9\],73.41µm
wave_controller_x_inst/_1550_,73.41µm
wave_controller_y_inst/net526,73.41µm
wave_controller_x_inst/net656,73.41µm
spi_regs_inst/_0379_,73.36µm
wave_controller_x_inst/_1354_,73.36µm
wave_controller_x_inst/net105,73.36µm
net1185,73.08µm
wave_controller_x_inst/net1258,72.95µm
signal_processor_y_inst/s90_pipe\[3\],72.9µm
wave_controller_x_inst/_1279_,72.9µm
raw_edge1_x\[20\],72.85µm
wave_controller_x_inst/_1269_,72.85µm
net1478,72.85µm
spi_regs_inst/_0304_,72.8µm
spi_regs_inst/_0324_,72.8µm
net1502,72.8µm
wave_controller_y_inst/net1424,72.54µm
wave_controller_x_inst/_1436_,72.49µm
spi_regs_inst/_0571_,72.44µm
spi_regs_inst/rx_shift\[3\],72.44µm
wave_controller_y_inst/_1226_,72.44µm
wave_controller_y_inst/_1286_,72.39µm
wave_controller_x_inst/net98,72.39µm
wave_controller_y_inst/net637,72.39µm
wave_controller_x_inst/_1221_,72.34µm
wave_controller_x_inst/net233,72.34µm
spi_regs_inst/net431,72.34µm
net1163,72.34µm
wave_controller_x_inst/net115,72.29µm
wave_controller_y_inst/net158,72.29µm
spi_regs_inst/net699,72.29µm
wave_controller_y_inst/net1104,72.24µm
net1300,72.24µm
wave_controller_x_inst/net500,71.88µm
spi_regs_inst/_0223_,71.78µm
spi_regs_inst/_0591_,71.78µm
wave_controller_x_inst/_0619_,71.78µm
wave_controller_y_inst/net39,71.78µm
spi_regs_inst/net444,71.78µm
signal_processor_x_inst/net715,71.78µm
wave_controller_y_inst/net1175,71.78µm
wave_controller_y_inst/net1421,71.78µm
cfg_f_MEMS_fcw_x\[3\],71.73µm
wave_controller_y_inst/_0911_,71.73µm
spi_regs_inst/net454,71.73µm
spi_regs_inst/net590,71.73µm
wave_controller_y_inst/net792,71.73µm
wave_controller_x_inst/net940,71.73µm
wave_controller_y_inst/_0834_,71.68µm
wave_controller_x_inst/_1226_,71.45µm
wave_controller_y_inst/_0414_,71.37µm
wave_controller_x_inst/wave_cycle_cnt\[3\],71.27µm
spi_regs_inst/net368,71.27µm
wave_controller_x_inst/net235,71.22µm
wave_controller_y_inst/net643,71.22µm
wave_controller_y_inst/_1210_,71.17µm
wave_controller_y_inst/phase_acc\[20\],71.17µm
wave_controller_y_inst/net770,71.17µm
wave_controller_x_inst/net924,71.17µm
signal_processor_x_inst/_088_,71.12µm
wave_controller_y_inst/_0260_,71.12µm
wave_controller_y_inst/net326,71.12µm
spi_regs_inst/net1018,71.12µm
wave_controller_y_inst/net638,70.71µm
wave_controller_x_inst/net694,70.71µm
wave_controller_y_inst/net733,70.71µm
spi_regs_inst/_0660_,70.66µm
wave_controller_y_inst/comp_sync3,70.66µm
cfg_phase270_offset_y\[1\],70.61µm
spi_regs_inst/_0568_,70.61µm
spi_regs_inst/net527,70.61µm
wave_controller_y_inst/net609,70.61µm
wave_controller_y_inst/net795,70.61µm
spi_regs_inst/net1019,70.61µm
wave_controller_y_inst/_1419_,70.56µm
spi_regs_inst/net583,70.56µm
wave_controller_y_inst/net1159,70.56µm
wave_controller_y_inst/net227,70.1µm
wave_controller_y_inst/net600,70.1µm
net1298,70.1µm
spi_regs_inst/_0269_,70.05µm
wave_controller_x_inst/net239,70.05µm
spi_regs_inst/net298,70.05µm
wave_controller_x_inst/net929,70.05µm
net1269,70.05µm
wave_controller_y_inst/net20,70µm
wave_controller_y_inst/net64,70µm
spi_regs_inst/net587,70µm
spi_regs_inst/_0353_,69.82µm
raw_edge1_y\[4\],69.54µm
spi_regs_inst/_0702_,69.54µm
wave_controller_y_inst/phase_acc\[14\],69.54µm
wave_controller_x_inst/net72,69.54µm
wave_controller_x_inst/net871,69.54µm
spi_regs_inst/net1031,69.54µm
wave_controller_y_inst/net1385,69.54µm
spi_regs_inst/_0281_,69.49µm
spi_regs_inst/_0301_,69.49µm
spi_regs_inst/_0348_,69.49µm
spi_regs_inst/_0417_,69.49µm
wave_controller_x_inst/_1276_,69.49µm
wave_controller_y_inst/net760,69.49µm
wave_controller_y_inst/net1508,69.49µm
wave_controller_y_inst/_0590_,69.44µm
wave_controller_y_inst/net805,69.44µm
wave_controller_y_inst/net467,69.26µm
signal_processor_y_inst/net313,69.08µm
signal_processor_x_inst/_061_,69.03µm
wave_controller_y_inst/_1333_,68.98µm
wave_controller_y_inst/net790,68.98µm
spi_regs_inst/net1067,68.98µm
raw_edge1_x\[11\],68.93µm
spi_regs_inst/_0701_,68.93µm
wave_controller_y_inst/_1281_,68.93µm
wave_controller_x_inst/net897,68.93µm
wave_controller_x_inst/net939,68.93µm
net1396,68.88µm
delay_wave_cycle_x\[4\],68.52µm
wave_controller_y_inst/_0672_,68.42µm
wave_controller_y_inst/_1039_,68.42µm
signal_processor_x_inst/comp_pipe\[3\],68.37µm
wave_controller_x_inst/_0672_,68.37µm
spi_regs_inst/net552,68.37µm
wave_controller_x_inst/net927,68.37µm
wave_controller_y_inst/net1103,68.37µm
spi_regs_inst/_0336_,68.32µm
spi_regs_inst/_0556_,68.32µm
spi_regs_inst/_0597_,68.32µm
wave_controller_y_inst/net475,68.32µm
wave_controller_y_inst/net816,67.96µm
wave_controller_x_inst/net1325,67.91µm
cal_phase270_offset_x\[0\],67.86µm
spi_regs_inst/net1078,67.86µm
spi_regs_inst/net1471,67.86µm
raw_edge3_x\[14\],67.81µm
signal_processor_y_inst/_041_,67.81µm
spi_regs_inst/_0561_,67.81µm
wave_controller_y_inst/net33,67.81µm
net1553,67.81µm
cal_phase0_offset_y\[20\],67.76µm
wave_controller_x_inst/_0529_,67.76µm
wave_controller_x_inst/net97,67.76µm
wave_controller_y_inst/net610,67.76µm
wave_controller_y_inst/_1278_,67.35µm
signal_processor_x_inst/net318,67.35µm
spi_regs_inst/net565,67.35µm
wave_controller_y_inst/net1141,67.35µm
spi_regs_inst/_0703_,67.3µm
spi_regs_inst/net354,67.3µm
wave_controller_y_inst/net1126,67.25µm
spi_regs_inst/net1407,67.25µm
wave_controller_x_inst/_0413_,67.2µm
wave_controller_x_inst/net248,67.2µm
wave_controller_x_inst/net1232,67.2µm
cfg_phase270_offset_x\[11\],66.79µm
spi_regs_inst/_0600_,66.74µm
wave_controller_y_inst/_0610_,66.74µm
wave_controller_x_inst/net91,66.74µm
wave_controller_y_inst/net230,66.74µm
signal_processor_y_inst/net727,66.74µm
wave_controller_y_inst/net1547,66.74µm
raw_edge3_y\[11\],66.69µm
wave_controller_x_inst/_0503_,66.69µm
wave_controller_x_inst/_1399_,66.69µm
wave_controller_y_inst/_0209_,66.69µm
net1224,66.69µm
wave_controller_x_inst/net1264,66.69µm
wave_controller_x_inst/net1308,66.69µm
net1352,66.69µm
soft_rst_n,66.64µm
spi_regs_inst/_0665_,66.64µm
wave_controller_x_inst/net108,66.64µm
signal_processor_y_inst/net724,66.28µm
wave_controller_y_inst/net473,66.23µm
wave_controller_x_inst/net505,66.23µm
net848,66.23µm
net1215,66.23µm
spi_regs_inst/spi_addr\[5\],66.18µm
wave_controller_x_inst/net350,66.18µm
wave_controller_y_inst/net644,66.18µm
net1477,66.18µm
raw_edge1_x\[6\],66.08µm
wave_controller_x_inst/_1278_,65.85µm
signal_processor_x_inst/s90,65.72µm
wave_controller_y_inst/_1327_,65.62µm
spi_regs_inst/_0579_,65.57µm
wave_controller_x_inst/_0953_,65.57µm
spi_regs_inst/net436,65.57µm
wave_controller_x_inst/net494,65.57µm
signal_processor_x_inst/net1279,65.57µm
wave_controller_y_inst/net1378,65.57µm
spi_regs_inst/_0315_,65.52µm
spi_regs_inst/net582,65.52µm
spi_regs_inst/net589,65.52µm
spi_regs_inst/net1023,65.52µm
wave_controller_x_inst/_1443_,65.16µm
wave_controller_x_inst/net890,65.16µm
wave_controller_x_inst/net492,65.11µm
cfg_phase0_offset_y\[11\],65.06µm
spi_regs_inst/_0672_,65.06µm
wave_controller_x_inst/_0955_,65.06µm
wave_controller_x_inst/phase_acc\[4\],65.06µm
wave_controller_x_inst/net904,65.06µm
wave_controller_y_inst/net1120,65.06µm
cfg_phase90_offset_y\[10\],65.01µm
wave_controller_x_inst/_0608_,65.01µm
wave_controller_y_inst/_0614_,65.01µm
spi_regs_inst/_0431_,64.96µm
wave_controller_y_inst/_0284_,64.96µm
wave_controller_y_inst/net226,64.96µm
wave_controller_x_inst/net1207,64.96µm
wave_controller_y_inst/net1507,64.96µm
wave_controller_y_inst/net778,64.65µm
wave_controller_x_inst/_1319_,64.55µm
wave_controller_x_inst/net882,64.55µm
wave_controller_y_inst/net1411,64.55µm
spi_regs_inst/spi_addr\[0\],64.5µm
wave_controller_x_inst/_1552_,64.5µm
wave_controller_y_inst/net806,64.5µm
spi_regs_inst/net1025,64.5µm
wave_controller_x_inst/net1228,64.5µm
raw_edge2_y\[14\],64.45µm
wave_controller_y_inst/net639,64.45µm
spi_regs_inst/net1053,64.45µm
wave_controller_y_inst/net1422,64.45µm
cal_phase270_offset_y\[13\],64.4µm
wave_controller_x_inst/_0647_,64.4µm
wave_controller_x_inst/_1722_,64.4µm
wave_controller_y_inst/net1089,63.99µm
delay_wave_cycle_y\[6\],63.94µm
wave_controller_x_inst/_1281_,63.94µm
spi_regs_inst/net1030,63.94µm
spi_regs_inst/_0250_,63.89µm
wave_controller_x_inst/_0766_,63.89µm
wave_controller_x_inst/_1299_,63.89µm
wave_controller_x_inst/_1409_,63.89µm
wave_controller_x_inst/_1173_,63.84µm
wave_controller_y_inst/net603,63.84µm
wave_controller_x_inst/_1282_,63.61µm
delay_wave_cycle_x\[7\],63.43µm
wave_controller_y_inst/net1171,63.43µm
wave_controller_y_inst/_1244_,63.38µm
wave_controller_y_inst/_1399_,63.38µm
wave_controller_x_inst/net110,63.38µm
wave_controller_y_inst/net335,63.38µm
wave_controller_x_inst/_1460_,63.33µm
wave_controller_y_inst/_0631_,63.33µm
wave_controller_y_inst/net127,63.33µm
wave_controller_x_inst/net159,63.33µm
spi_regs_inst/net1501,63.33µm
cal_phase270_offset_y\[17\],63.28µm
spi_regs_inst/_0482_,63.28µm
wave_controller_y_inst/_0897_,63.28µm
spi_regs_inst/_0676_,62.92µm
net708,62.87µm
net1268,62.87µm
wave_controller_x_inst/_1401_,62.82µm
wave_controller_x_inst/_1605_,62.82µm
spi_regs_inst/net541,62.82µm
wave_controller_x_inst/phase_acc\[14\],62.77µm
wave_controller_x_inst/net101,62.77µm
net1130,62.77µm
spi_regs_inst/net1404,62.77µm
wave_controller_y_inst/net1526,62.77µm
spi_regs_inst/_0614_,62.72µm
wave_controller_y_inst/net614,62.72µm
wave_controller_y_inst/net1545,62.72µm
wave_controller_x_inst/net652,62.46µm
net1137,62.41µm
spi_regs_inst/spi_addr\[6\],62.36µm
wave_controller_x_inst/net145,62.31µm
wave_controller_y_inst/net1133,62.31µm
wave_controller_y_inst/net45,62.26µm
wave_controller_x_inst/net118,62.26µm
net1274,62.26µm
wave_controller_x_inst/net1313,62.26µm
wave_controller_x_inst/_1451_,62.21µm
wave_controller_y_inst/_0652_,62.21µm
wave_controller_y_inst/_1557_,62.21µm
wave_controller_x_inst/net76,62.21µm
wave_controller_y_inst/net737,62.21µm
wave_controller_x_inst/net914,62.21µm
cal_phase270_offset_x\[4\],62.16µm
raw_edge1_x\[4\],62.16µm
spi_regs_inst/_0000_,62.16µm
wave_controller_y_inst/_0413_,62.16µm
signal_processor_y_inst/net726,62.16µm
spi_regs_inst/net1205,62.16µm
wave_controller_y_inst/net1100,61.85µm
raw_edge2_y\[8\],61.8µm
signal_processor_y_inst/net1353,61.75µm
wave_controller_x_inst/_0964_,61.7µm
wave_controller_x_inst/_1249_,61.7µm
wave_controller_x_inst/_1420_,61.7µm
wave_controller_x_inst/comp_sync4,61.7µm
wave_controller_y_inst/net333,61.7µm
wave_controller_y_inst/net744,61.7µm
wave_controller_x_inst/net873,61.7µm
spi_regs_inst/_0670_,61.65µm
wave_controller_y_inst/_0570_,61.65µm
wave_controller_x_inst/net659,61.65µm
spi_regs_inst/_0547_,61.6µm
wave_controller_x_inst/_0606_,61.24µm
spi_regs_inst/_0569_,61.19µm
wave_controller_x_inst/_0602_,61.19µm
spi_regs_inst/_0264_,61.14µm
wave_controller_x_inst/net661,61.14µm
wave_controller_y_inst/net775,61.14µm
wave_controller_x_inst/net1182,61.14µm
cfg_f_MEMS_fcw_x\[13\],61.09µm
cfg_phase0_offset_x\[13\],61.09µm
raw_edge3_x\[7\],61.09µm
wave_controller_y_inst/net785,61.09µm
wave_controller_x_inst/net879,61.09µm
spi_regs_inst/_0503_,61.04µm
spi_regs_inst/_0535_,61.04µm
wave_controller_y_inst/_0348_,61.04µm
wave_controller_x_inst/net96,61.04µm
net1462,60.63µm
wave_controller_y_inst/_1504_,60.58µm
wave_controller_y_inst/phase_acc\[15\],60.58µm
wave_controller_y_inst/net782,60.58µm
wave_controller_x_inst/net1439,60.58µm
spi_regs_inst/net1535,60.58µm
wave_controller_x_inst/net687,60.53µm
wave_controller_y_inst/net1390,60.53µm
wave_controller_x_inst/_0260_,60.48µm
wave_controller_x_inst/_0520_,60.48µm
wave_controller_x_inst/_0994_,60.48µm
wave_controller_y_inst/_0091_,60.48µm
spi_regs_inst/net352,60.48µm
wave_controller_x_inst/net936,60.48µm
wave_controller_x_inst/_1302_,60.12µm
wave_controller_y_inst/net1114,60.12µm
wave_controller_y_inst/net19,60.07µm
wave_controller_x_inst/net688,60.07µm
wave_controller_x_inst/phase_acc\[11\],60.02µm
spi_regs_inst/net356,60.02µm
wave_controller_x_inst/net495,60.02µm
wave_controller_y_inst/net1548,60.02µm
cfg_f_MEMS_fcw_y\[2\],59.97µm
cfg_phase90_offset_y\[15\],59.97µm
wave_controller_x_inst/net95,59.97µm
wave_controller_x_inst/net907,59.97µm
wave_controller_x_inst/net1261,59.97µm
spi_regs_inst/net1503,59.97µm
wave_controller_x_inst/_1435_,59.92µm
wave_controller_y_inst/_0488_,59.92µm
wave_controller_y_inst/_0861_,59.92µm
signal_processor_x_inst/_102_,59.51µm
wave_controller_x_inst/_1239_,59.51µm
wave_controller_y_inst/_1298_,59.51µm
signal_processor_y_inst/cycle_count\[0\],59.41µm
spi_regs_inst/_0396_,59.41µm
wave_controller_y_inst/net472,59.41µm
wave_controller_x_inst/net1204,59.41µm
net1292,59.41µm
wave_controller_y_inst/net1384,59.41µm
wave_controller_y_inst/net1416,59.41µm
wave_controller_y_inst/net1418,59.41µm
wave_controller_x_inst/_0526_,59.36µm
signal_processor_y_inst/s90,59µm
wave_controller_x_inst/_1333_,58.95µm
wave_controller_y_inst/net750,58.95µm
raw_edge2_y\[19\],58.9µm
spi_regs_inst/_0698_,58.9µm
wave_controller_y_inst/net1149,58.9µm
wave_controller_x_inst/net1238,58.9µm
spi_regs_inst/_0581_,58.85µm
wave_controller_x_inst/_0209_,58.85µm
wave_controller_x_inst/_1414_,58.85µm
wave_controller_y_inst/_0953_,58.85µm
wave_controller_x_inst/net90,58.8µm
wave_controller_y_inst/net823,58.8µm
net1367,58.39µm
spi_regs_inst/_0686_,58.34µm
spi_regs_inst/tx_shift\[3\],58.34µm
wave_controller_x_inst/_1244_,58.34µm
wave_controller_y_inst/_0825_,58.34µm
wave_controller_x_inst/net1242,58.34µm
cal_phase270_offset_x\[11\],58.29µm
wave_controller_x_inst/_0966_,58.29µm
wave_controller_x_inst/_1326_,58.29µm
wave_controller_y_inst/_0955_,58.29µm
spi_regs_inst/net573,58.29µm
wave_controller_y_inst/net1383,58.29µm
