net,length_um
net121,105.94µm
net263,105.94µm
_00640_,105.43µm
_00595_,105.38µm
_01925_,105.33µm
raw_edge3_y\[14\],105.33µm
net293,105.28µm
_02711_,104.95µm
_01554_,104.92µm
_00609_,104.87µm
_02158_,104.87µm
net262,104.87µm
net268,104.87µm
net582,104.82µm
_02494_,104.72µm
_00737_,104.61µm
_04247_,104.51µm
clknet_leaf_35_clk,104.41µm
_00770_,104.31µm
_03243_,104.16µm
net35,104.16µm
_03331_,103.75µm
net174,103.7µm
_04554_,103.65µm
net368,103.65µm
_02046_,103.6µm
_02869_,103.6µm
_03249_,103.6µm
net29,103.36µm
_01753_,103.29µm
raw_edge1_y\[4\],103.19µm
_03038_,103.14µm
net140,103.09µm
wave_controller_y_inst.phase_acc\[8\],102.96µm
net628,102.68µm
_00599_,102.63µm
_00691_,102.58µm
_01814_,102.58µm
_01830_,102.58µm
net32,102.58µm
net71,102.58µm
_03204_,102.53µm
clknet_leaf_44_clk,102.22µm
_01480_,102.12µm
wave_controller_x_inst.wave_cycle_cnt\[6\],102.12µm
cfg_phase90_offset_x\[14\],102.02µm
_03626_,101.92µm
_00752_,101.69µm
net233,101.46µm
_01812_,101.41µm
phase_state_y\[1\],101.41µm
_03182_,101.36µm
net86,101.36µm
net33,101.3µm
_00821_,101µm
_00716_,100.85µm
_01263_,100.8µm
_02346_,100.8µm
raw_edge1_x\[6\],100.39µm
wave_controller_y_inst.capture_step\[2\],100.39µm
net83,100.24µm
net31,99.98µm
_00608_,99.96µm
_01895_,99.88µm
_00703_,99.78µm
_02974_,99.68µm
net24,99.17µm
_00712_,98.71µm
_01809_,98.71µm
_01630_,98.66µm
cfg_phase90_offset_x\[10\],98.66µm
_02409_,98.15µm
net206,98.1µm
_02366_,98µm
_02885_,97.54µm
net234,97.54µm
mems_drv_y,97.49µm
_03209_,97.44µm
_03239_,97.44µm
signal_processor_x_inst.votes_out_phase\[3\],97.44µm
_00585_,97.08µm
_01872_,96.98µm
_01815_,96.47µm
cfg_phase270_offset_y\[17\],96.37µm
cfg_phase270_offset_x\[11\],96.32µm
net93,96.09µm
spi_regs_inst.rx_shift\[0\],95.96µm
_00767_,95.86µm
net28,95.81µm
net247,95.25µm
_01833_,94.79µm
_01839_,94.69µm
_04088_,94.69µm
net95,94.69µm
net408,94.33µm
_01194_,94.08µm
net230,93.67µm
net208,93.62µm
_03024_,93.57µm
signal_processor_x_inst.votes_out_phase\[1\],93.52µm
net351,93.26µm
net255,93.21µm
_03201_,93.16µm
_03095_,93.11µm
cfg_phase270_offset_x\[12\],93.11µm
_01800_,93.06µm
read_en,93.06µm
_02964_,93.01µm
net228,92.55µm
net192,92.4µm
_00726_,92.09µm
raw_edge3_y\[15\],92.04µm
net283,91.94µm
net99,91.89µm
_02785_,91.61µm
wave_controller_x_inst.phase_acc\[4\],91.53µm
_00944_,91.43µm
_01766_,91.43µm
net96,90.92µm
net619,90.92µm
_00763_,90.87µm
cfg_phase270_offset_x\[9\],90.87µm
_03237_,90.82µm
spi_miso,90.77µm
_00615_,90.31µm
_00643_,90.31µm
_00956_,90.31µm
_01096_,90.26µm
_01779_,90.26µm
_04669_,90.26µm
_01595_,90.21µm
net253,90.21µm
wave_controller_x_inst.phase_acc\[6\],89.95µm
wave_controller_x_inst.wave_cycle_cnt\[1\],89.9µm
net306,89.75µm
net611,89.75µm
net635,89.34µm
_00754_,89.14µm
_01568_,89.14µm
_01328_,89.04µm
net365,88.68µm
_04555_,88.63µm
net375,88.58µm
_01819_,88.48µm
_03487_,88.48µm
net204,88.02µm
net265,88.02µm
_00745_,87.97µm
wave_controller_y_inst.phase_acc\[11\],87.97µm
_01108_,87.92µm
_00635_,87.56µm
_00755_,87.51µm
_01843_,87.41µm
_03942_,87.36µm
spi_regs_inst.spi_state,87µm
_03112_,86.85µm
_00594_,86.8µm
_02696_,86.8µm
_00765_,86.44µm
_01842_,86.39µm
_00810_,86.34µm
net229,86.29µm
_02506_,86.24µm
delay_wave_cycle_y\[6\],85.88µm
net177,85.83µm
net299,85.83µm
net20,85.73µm
_00602_,85.42µm
_03819_,85.37µm
cfg_phase90_offset_x\[9\],85.32µm
_00604_,85.22µm
_01816_,85.22µm
_00743_,85.17µm
_02801_,85.12µm
_01718_,84.76µm
_03558_,84.66µm
_03124_,84.56µm
_01841_,84.15µm
_02630_,84.14µm
_00648_,84.05µm
_00673_,84.05µm
_00689_,84.05µm
_02629_,84.05µm
_03324_,84.05µm
spi_regs_inst.reg_wr_addr\[2\],84.05µm
_03217_,84µm
signal_processor_y_inst.votes_out_phase\[1\],84µm
net357,83.69µm
_02710_,83.54µm
_00564_,83.49µm
_00811_,83.49µm
cfg_f_MEMS_fcw_y\[3\],83.49µm
cfg_phase270_offset_x\[10\],83.49µm
_00954_,83.44µm
net50,83.03µm
_01648_,82.98µm
signal_processor_y_inst.votes_out_phase\[2\],82.88µm
net606,82.47µm
_00736_,82.42µm
_01823_,82.42µm
raw_edge1_y\[20\],82.42µm
net370,82.42µm
_02238_,82.32µm
_02930_,82.32µm
_00651_,81.91µm
_01874_,81.86µm
_03059_,81.81µm
_03189_,81.81µm
net354,81.81µm
_03406_,81.76µm
_04220_,81.76µm
_00569_,81.3µm
_03339_,81.25µm
_03638_,81.25µm
_04393_,81.2µm
_00753_,80.79µm
_01750_,80.79µm
net173,80.74µm
_02165_,80.64µm
_02507_,80.64µm
_03435_,80.64µm
net87,80.64µm
net219,80.18µm
_03421_,80.13µm
_00960_,79.62µm
_03230_,79.62µm
_04235_,79.57µm
_01835_,79.52µm
_02111_,79.52µm
_03063_,79.52µm
delay_wave_cycle_y\[4\],79.01µm
_02045_,78.96µm
_04033_,78.96µm
_02694_,78.45µm
_02764_,78.45µm
_01612_,78.4µm
_02472_,78.4µm
_02724_,78.4µm
net135,78.4µm
net326,78.4µm
wave_controller_x_inst.phase_acc\[2\],78.09µm
_01330_,78.04µm
_03653_,78.04µm
_02679_,77.99µm
_01591_,77.89µm
_03077_,77.89µm
_03319_,77.89µm
_03509_,77.89µm
net97,77.89µm
net130,77.89µm
net202,77.89µm
_01377_,77.84µm
wave_controller_y_inst.wave_cycle_cnt\[4\],77.43µm
_00620_,77.38µm
_03234_,77.33µm
_04463_,77.33µm
net88,77.28µm
net128,77.28µm
net129,77.28µm
_03221_,76.92µm
_03754_,76.92µm
net63,76.92µm
net137,76.92µm
_03644_,76.87µm
_02941_,76.82µm
_03336_,76.72µm
_03281_,76.26µm
cfg_f_MEMS_fcw_x\[0\],76.21µm
_02491_,75.75µm
spi_regs_inst.reg_wr_addr\[1\],75.7µm
_00016_,75.65µm
_02603_,75.65µm
_02728_,75.65µm
_04461_,75.65µm
_01197_,75.6µm
net107,75.6µm
_04581_,75.34µm
raw_edge2_y\[18\],75.19µm
_02733_,75.09µm
wave_controller_x_inst.wave_cycle_cnt\[2\],75.09µm
_03117_,75.04µm
_04070_,75.04µm
_00966_,74.73µm
_00965_,74.58µm
_01745_,74.58µm
_03068_,74.58µm
_02971_,74.53µm
_01641_,74.48µm
_03087_,74.48µm
_00601_,74.07µm
raw_edge1_x\[4\],74.07µm
_01077_,73.97µm
_02607_,73.97µm
_04307_,73.97µm
_02830_,73.92µm
net23,73.92µm
_03526_,73.71µm
_00593_,73.69µm
spi_regs_inst.spi_addr\[0\],73.56µm
_01788_,73.41µm
_01866_,73.41µm
_04082_,73.41µm
_02878_,73.36µm
phase_offset_imported,73.36µm
spi_regs_inst.spi_addr\[4\],73.1µm
_02624_,73.05µm
_00699_,72.9µm
_00845_,72.85µm
_01101_,72.85µm
_02263_,72.85µm
net133,72.85µm
_03079_,72.8µm
net131,72.8µm
net138,72.8µm
_03066_,72.34µm
_01776_,72.29µm
_03162_,72.29µm
wave_controller_x_inst.phase_acc\[3\],71.88µm
_01768_,71.83µm
_01831_,71.78µm
net593,71.78µm
_01373_,71.73µm
_00980_,71.32µm
_01822_,71.32µm
_00729_,71.27µm
net186,71.22µm
_02413_,71.17µm
cfg_f_MEMS_fcw_x\[14\],71.17µm
_00583_,71.12µm
_01628_,71.12µm
_02173_,71.12µm
signal_processor_y_inst.comp_sync,71.12µm
net144,71.12µm
delay_wave_cycle_y\[3\],70.81µm
_00749_,70.76µm
spi_regs_inst.reg_wr_addr\[3\],70.76µm
_00803_,70.66µm
_01748_,70.66µm
_00586_,70.61µm
_01817_,70.61µm
_01863_,70.61µm
_04232_,70.61µm
net311,70.38µm
_00801_,70.15µm
_02927_,70.1µm
cfg_f_MEMS_fcw_x\[8\],70µm
_01338_,69.59µm
net342,69.54µm
_00592_,69.44µm
wave_controller_y_inst.wave_cycle_cnt\[1\],69.13µm
_00697_,69.03µm
_01413_,69.03µm
_03139_,69.03µm
_00571_,68.98µm
_04077_,68.93µm
_03932_,68.88µm
_01072_,68.52µm
_04409_,68.52µm
raw_edge2_y\[1\],68.42µm
_01152_,68.37µm
_03821_,68.37µm
raw_edge2_x\[5\],68.37µm
_01181_,68.32µm
_03964_,67.86µm
_00826_,67.81µm
_03992_,67.81µm
_02706_,67.76µm
_02959_,67.76µm
_00822_,67.45µm
_03481_,67.3µm
_04254_,67.3µm
_00621_,67.25µm
_00799_,67.25µm
_01769_,67.25µm
_02849_,67.25µm
net132,67.25µm
_01864_,67.2µm
_03627_,67.2µm
wave_controller_y_inst.phase_acc\[2\],66.84µm
_00647_,66.79µm
net106,66.74µm
_02702_,66.69µm
_03335_,66.69µm
_01566_,66.64µm
_03089_,66.64µm
net141,66.64µm
_03915_,66.23µm
net372,66.23µm
spi_regs_inst.rx_shift\[4\],66.18µm
_02108_,66.13µm
_02520_,66.13µm
_01113_,66.08µm
_03649_,66.08µm
_04015_,66.08µm
_04600_,66.08µm
_00777_,65.67µm
net367,65.67µm
_00833_,65.62µm
net356,65.57µm
_02136_,65.52µm
_02960_,65.52µm
_03242_,65.52µm
_04532_,65.52µm
_00574_,65.11µm
raw_edge2_x\[2\],65.11µm
wave_controller_y_inst.phase_acc\[18\],65.06µm
net336,65.06µm
_02891_,65.01µm
_02237_,64.96µm
_02642_,64.96µm
net145,64.96µm
net369,64.6µm
_01829_,64.55µm
net358,64.5µm
net143,64.45µm
_03140_,64.4µm
net353,64.4µm
_03317_,64.04µm
net305,63.94µm
net382,63.94µm
_01280_,63.89µm
_01780_,63.89µm
_01840_,63.89µm
_00858_,63.48µm
_04635_,63.38µm
_02721_,63.33µm
net21,63.33µm
_03049_,63.28µm
net139,63.28µm
_00828_,62.87µm
wave_controller_y_inst.phase_acc\[7\],62.82µm
net333,62.82µm
_04216_,62.72µm
net134,62.72µm
_02163_,62.51µm
net374,62.31µm
_03873_,62.26µm
_00758_,62.21µm
_03543_,62.16µm
_02049_,61.75µm
_02852_,61.7µm
_00973_,61.65µm
_03561_,61.65µm
net282,61.6µm
signal_processor_y_inst.cycle_count\[0\],61.34µm
_00968_,61.09µm
_01275_,61.09µm
_02381_,61.04µm
_01129_,60.76µm
_04407_,60.58µm
_02220_,60.53µm
_02703_,60.53µm
wave_controller_x_inst.phase_acc\[14\],60.53µm
_01825_,60.48µm
_02939_,60.48µm
_03631_,60.48µm
net103,60.48µm
_02953_,60.02µm
_00800_,59.97µm
raw_edge1_y\[3\],59.97µm
raw_edge2_x\[6\],59.97µm
net238,59.97µm
net491,59.97µm
_01799_,59.92µm
_03060_,59.92µm
_00751_,59.56µm
net90,59.56µm
net560,59.46µm
_00827_,59.41µm
_01091_,59.41µm
_01121_,59.41µm
_01616_,59.41µm
_04609_,59.41µm
_00951_,59.36µm
_02740_,59.36µm
_00766_,59µm
_00786_,58.95µm
_00672_,58.9µm
_01915_,58.9µm
_01324_,58.85µm
_01856_,58.85µm
_01935_,58.85µm
_02539_,58.85µm
_01182_,58.8µm
_01629_,58.8µm
_02936_,58.8µm
_04660_,58.8µm
_00012_,58.29µm
_01871_,58.29µm
_03611_,58.29µm
_02903_,58.24µm
_03157_,58.24µm
net194,58.24µm
_04239_,57.88µm
latch_phase90_y,57.78µm
_00757_,57.73µm
_00829_,57.73µm
_02074_,57.73µm
_04540_,57.73µm
spi_regs_inst.rx_shift\[2\],57.73µm
_01080_,57.68µm
_01162_,57.68µm
_03076_,57.68µm
_00705_,57.32µm
_00678_,57.22µm
_02028_,57.22µm
_03258_,57.22µm
_01343_,57.17µm
_02380_,57.17µm
_03015_,57.17µm
_04005_,57.17µm
_04358_,57.17µm
net373,57.17µm
_01134_,57.12µm
_01266_,57.12µm
_03275_,57.12µm
_03619_,57.12µm
_01700_,56.76µm
raw_edge2_y\[3\],56.71µm
_00693_,56.66µm
_02448_,56.66µm
_04158_,56.66µm
latch_phase90_x,56.66µm
_00747_,56.61µm
_02900_,56.61µm
spi_regs_inst.rx_shift\[1\],56.61µm
_01908_,56.56µm
_02835_,56.56µm
_02926_,56.56µm
_04315_,56.56µm
cfg_phase90_offset_x\[8\],56.15µm
_01281_,56.05µm
_03469_,56µm
_03084_,55.63µm
net84,55.54µm
net334,55.54µm
_03050_,55.49µm
_00895_,54.98µm
_04308_,54.98µm
net56,54.98µm
_00942_,54.93µm
_01849_,54.93µm
_03061_,54.93µm
_04135_,54.93µm
_02698_,54.88µm
_02116_,54.52µm
_02118_,54.47µm
_01160_,54.32µm
net142,54.32µm
signal_processor_x_inst.s90,53.86µm
_00695_,53.81µm
_02468_,53.81µm
_03562_,53.81µm
_01701_,53.25µm
_02082_,53.25µm
_02552_,53.25µm
_02856_,53.2µm
_01323_,52.84µm
_00802_,52.74µm
_00962_,52.74µm
_02623_,52.74µm
_01598_,52.69µm
_01774_,52.69µm
_02193_,52.69µm
net316,52.69µm
_03082_,52.36µm
wave_controller_y_inst.wave_cycle_cnt\[5\],52.33µm
_02563_,52.18µm
_00943_,52.13µm
_01587_,52.13µm
_02467_,52.13µm
_02948_,52.13µm
_02176_,52.08µm
_02370_,52.08µm
_03020_,52.08µm
_03222_,52.08µm
_00727_,51.82µm
net364,51.72µm
_00830_,51.67µm
raw_edge2_y\[11\],51.67µm
_04550_,51.62µm
_04592_,51.62µm
_01560_,51.57µm
_02978_,51.52µm
_03071_,51.52µm
_03929_,51.52µm
wave_controller_y_inst.wave_cycle_cnt\[3\],51.26µm
_00707_,51.11µm
_01356_,51.06µm
_01399_,51.06µm
net77,51.06µm
_01173_,50.96µm
_02000_,50.6µm
_02022_,50.55µm
spi_regs_inst.spi_addr\[5\],50.55µm
_01136_,50.5µm
_01397_,50.5µm
_03542_,50.5µm
_01122_,50.45µm
_01664_,50.45µm
_02503_,50.45µm
_03055_,50.4µm
_00789_,50.22µm
_03865_,49.99µm
signal_processor_y_inst.s90_pipe\[3\],49.99µm
_02352_,49.94µm
_02644_,49.94µm
_04458_,49.94µm
_00746_,49.89µm
_02128_,49.84µm
_00603_,49.53µm
_03391_,49.43µm
_00838_,49.38µm
_00947_,49.38µm
_02184_,49.33µm
_03393_,49.33µm
_02487_,49.28µm
_02707_,49.28µm
_02717_,49.28µm
_02726_,49.28µm
_02837_,49.28µm
_01781_,48.87µm
_01420_,48.82µm
_01907_,48.82µm
raw_edge2_y\[2\],48.82µm
_00855_,48.77µm
_00979_,48.77µm
_02699_,48.77µm
_03587_,48.77µm
_02273_,48.72µm
_03137_,48.72µm
_01894_,48.31µm
_01570_,48.26µm
_01551_,48.21µm
net146,48.21µm
net578,48.21µm
net584,48.21µm
_02811_,48.16µm
_01355_,47.65µm
_00957_,47.19µm
_00948_,47.14µm
_01636_,47.14µm
net67,47.14µm
_02160_,47.09µm
_02867_,47.09µm
_00679_,46.73µm
_03422_,46.58µm
_01226_,46.53µm
_03043_,46.53µm
_03486_,46.53µm
net92,46.53µm
net104,46.48µm
_00759_,46.17µm
_03403_,46.17µm
_02779_,46.12µm
net127,46.12µm
_00654_,45.97µm
_03478_,45.97µm
_04529_,45.97µm
_02543_,45.92µm
_03994_,45.92µm
_01755_,45.46µm
_02080_,45.46µm
_03870_,45.46µm
_01699_,45.41µm
_02714_,45.41µm
_02850_,45.41µm
_03032_,45.41µm
_03921_,45.41µm
net53,45.41µm
_01783_,45.36µm
_03993_,45.36µm
_01191_,45.13µm
_00730_,45µm
_01206_,44.9µm
signal_processor_x_inst.s90_pipe\[3\],44.9µm
net350,44.9µm
_00675_,44.85µm
_03187_,44.85µm
_00610_,44.8µm
_01151_,44.8µm
_01174_,44.8µm
_01919_,44.34µm
_01927_,44.34µm
_01969_,44.34µm
_04240_,44.34µm
_04535_,44.34µm
_04023_,44.29µm
_01296_,44.24µm
_02110_,44.24µm
_02147_,44.24µm
_02745_,44.24µm
_04549_,44.24µm
_00683_,43.88µm
_01269_,43.88µm
_01845_,43.88µm
_02227_,43.88µm
_00713_,43.83µm
_04150_,43.83µm
_01617_,43.78µm
_02675_,43.78µm
_00709_,43.73µm
_02038_,43.73µm
_02378_,43.73µm
_02861_,43.73µm
_02993_,43.73µm
_03102_,43.68µm
_01821_,43.32µm
net125,43.27µm
_02292_,43.22µm
_02188_,43.17µm
_03920_,43.17µm
wave_controller_y_inst.wave_cycle_cnt\[0\],43.17µm
net499,43.17µm
_02069_,43.12µm
_02348_,43.12µm
_03126_,43.12µm
_02605_,42.71µm
_03553_,42.71µm
_01596_,42.66µm
_04536_,42.66µm
spi_regs_inst.rx_shift\[3\],42.66µm
_00027_,42.61µm
_03083_,42.61µm
_03226_,42.61µm
_03491_,42.61µm
_02954_,42.56µm
spi_regs_inst.bit_cnt\[0\],42.2µm
_02171_,42.15µm
_00836_,42.05µm
_00952_,42.05µm
_02933_,42.05µm
_03922_,42.05µm
cfg_phase0_offset_y\[19\],42.05µm
raw_edge2_x\[4\],42.05µm
_00950_,42µm
_01828_,42µm
_02040_,42µm
_02361_,42µm
_02604_,42µm
_04456_,42µm
latch_phase270_y,42µm
_01011_,41.54µm
_00681_,41.49µm
_00937_,41.49µm
_02151_,41.49µm
_02192_,41.44µm
_04662_,41.44µm
_00600_,41.03µm
_01631_,41.03µm
_04530_,41.03µm
_00959_,40.98µm
_01031_,40.98µm
_01632_,40.98µm
_01340_,40.93µm
_04157_,40.93µm
_04551_,40.93µm
_03270_,40.88µm
_03511_,40.88µm
_04560_,40.62µm
_02496_,40.52µm
_00721_,40.47µm
_00840_,40.47µm
_02655_,40.47µm
_03988_,40.47µm
_00722_,40.42µm
_01352_,40.42µm
net360,40.42µm
_01143_,40.37µm
_02970_,40.37µm
_00865_,40.32µm
_01879_,40.32µm
_02848_,40.32µm
_02851_,40.32µm
_01744_,39.91µm
_04454_,39.91µm
_04508_,39.91µm
_01850_,39.86µm
_02339_,39.86µm
_03946_,39.86µm
raw_edge2_y\[7\],39.86µm
signal_processor_y_inst.cycle_count\[1\],39.86µm
spi_regs_inst.rx_shift\[6\],39.86µm
_00706_,39.81µm
_00720_,39.81µm
_03413_,39.81µm
_03621_,39.81µm
_04207_,39.81µm
_04452_,39.81µm
_03203_,39.76µm
_02799_,39.4µm
_01601_,39.35µm
_02172_,39.35µm
_02213_,39.35µm
_03857_,39.35µm
clknet_leaf_59_clk,39.35µm
_01775_,39.3µm
_00686_,39.25µm
_01205_,39.25µm
_02235_,39.25µm
_02297_,39.25µm
_02601_,39.25µm
_03350_,39.25µm
_03564_,39.25µm
_04467_,39.25µm
_01233_,39.2µm
_02887_,39.2µm
_03118_,39.2µm
_03426_,39.2µm
_01584_,38.74µm
_00652_,38.69µm
_02363_,38.69µm
spi_regs_inst.spi_addr\[6\],38.69µm
_01810_,38.64µm
_02802_,38.64µm
analog[3],38.5µm
_00832_,38.23µm
_02375_,38.23µm
_01026_,38.18µm
_02113_,38.18µm
_02239_,38.18µm
latch_phase270_x,38.18µm
raw_edge1_y\[2\],38.18µm
_04140_,38.13µm
_01193_,38.08µm
_01851_,38.08µm
_01924_,38.08µm
_04236_,38.08µm
_01406_,37.72µm
_02234_,37.72µm
_03646_,37.67µm
_04465_,37.67µm
_00744_,37.62µm
_01752_,37.62µm
_02657_,37.62µm
_03127_,37.62µm
_03394_,37.62µm
_00860_,37.57µm
_00877_,37.57µm
_01111_,37.57µm
_01599_,37.57µm
_01762_,37.57µm
_01987_,37.57µm
_02309_,37.57µm
_02905_,37.57µm
_03099_,37.52µm
_03250_,37.52µm
_04593_,37.52µm
cfg_phase270_offset_y\[3\],37.11µm
_02919_,37.06µm
_03518_,37.06µm
_03861_,37.06µm
_04168_,37.06µm
_04556_,37.06µm
_02205_,37.01µm
_02587_,37.01µm
_04089_,37.01µm
cfg_phase0_offset_y\[20\],37.01µm
count\[0\],37.01µm
_02233_,36.96µm
_03213_,36.96µm
_04678_,36.96µm
net22,36.96µm
_01787_,36.55µm
net713,36.54µm
_02509_,36.5µm
count\[2\],36.5µm
_00872_,36.45µm
_02210_,36.45µm
_04380_,36.45µm
net621,36.45µm
_00768_,36.4µm
_02262_,36.4µm
net497,36.04µm
wave_controller_y_inst.wave_cycle_cnt\[2\],35.99µm
_00698_,35.94µm
_00788_,35.94µm
_01295_,35.94µm
_01232_,35.89µm
_02114_,35.89µm
_02197_,35.89µm
_02600_,35.89µm
_03280_,35.89µm
_04013_,35.89µm
raw_edge1_y\[1\],35.89µm
_01117_,35.84µm
_01248_,35.84µm
_01627_,35.84µm
_01873_,35.84µm
_02716_,35.84µm
_02838_,35.84µm
_04229_,35.84µm
_04646_,35.84µm
_00762_,35.48µm
net751,35.42µm
_02226_,35.38µm
_02240_,35.38µm
_03322_,35.38µm
_02376_,35.33µm
_04226_,35.33µm
_00021_,35.28µm
_02058_,35.28µm
_02439_,35.28µm
_02474_,35.28µm
_02822_,35.28µm
_03251_,35.28µm
_03570_,35.28µm
_00748_,34.87µm
_01705_,34.87µm
_02456_,34.87µm
_01055_,34.82µm
_01663_,34.82µm
_02076_,34.82µm
_02123_,34.82µm
_02182_,34.82µm
_03419_,34.82µm
boot_complete,34.82µm
_01176_,34.77µm
_01262_,34.77µm
_01963_,34.77µm
_03343_,34.77µm
_04001_,34.77µm
_04142_,34.77µm
net113,34.77µm
_02713_,34.72µm
_02846_,34.72µm
_02943_,34.72µm
_04545_,34.72µm
_00776_,34.31µm
_02337_,34.31µm
_03820_,34.31µm
_01795_,34.26µm
_01921_,34.26µm
_00376_,34.21µm
_00795_,34.21µm
_02305_,34.21µm
_02777_,34.21µm
_02787_,34.21µm
_02950_,34.21µm
_03647_,34.21µm
mems_drv_x,34.21µm
_01304_,34.16µm
_01334_,34.16µm
_01858_,34.16µm
_02325_,34.16µm
_02581_,34.16µm
_03058_,34.16µm
_04585_,34.16µm
net100,33.8µm
_00565_,33.75µm
_02683_,33.75µm
net4,33.75µm
net105,33.75µm
_00764_,33.7µm
_03215_,33.7µm
_03606_,33.7µm
cfg_phase0_offset_y\[1\],33.7µm
count\[1\],33.7µm
signal_processor_x_inst.cycle_count\[0\],33.7µm
_01256_,33.65µm
_01383_,33.65µm
_01891_,33.65µm
_02529_,33.65µm
_03178_,33.65µm
_03321_,33.65µm
_03472_,33.65µm
_03678_,33.65µm
_04552_,33.65µm
_02068_,33.19µm
_02544_,33.19µm
net669,33.18µm
_03925_,33.14µm
_03989_,33.14µm
_01998_,33.09µm
_03632_,33.09µm
_04009_,33.09µm
_04079_,33.09µm
signal_processor_y_inst.s270_pipe\[3\],33.09µm
_01245_,33.04µm
_02004_,33.04µm
_02030_,33.04µm
_03474_,33.04µm
_00761_,32.68µm
_04668_,32.68µm
raw_edge2_x\[15\],32.63µm
_00969_,32.58µm
_02401_,32.58µm
_02441_,32.58µm
_02690_,32.58µm
raw_edge1_y\[0\],32.58µm
raw_edge2_x\[1\],32.58µm
_00704_,32.53µm
_01621_,32.53µm
_03537_,32.53µm
raw_edge2_x\[8\],32.53µm
spi_regs_inst.spi_addr\[1\],32.53µm
_01128_,32.48µm
_01602_,32.48µm
_02075_,32.48µm
_02622_,32.48µm
_03580_,32.48µm
_04397_,32.48µm
_01350_,32.2µm
_01644_,32.2µm
_01392_,32.07µm
_01715_,32.07µm
_01716_,32.02µm
_01890_,32.02µm
_02286_,32.02µm
net285,32.02µm
_01246_,31.97µm
wave_controller_x_inst.phase_acc\[15\],31.97µm
_01308_,31.92µm
_01854_,31.92µm
_03328_,31.92µm
_00831_,31.51µm
_00894_,31.51µm
_01942_,31.51µm
_03539_,31.51µm
count\[10\],31.51µm
count\[14\],31.51µm
_00742_,31.41µm
_01058_,31.41µm
_01993_,31.41µm
_02547_,31.41µm
_02663_,31.41µm
_04166_,31.41µm
_04665_,31.41µm
signal_processor_y_inst.s90,31.41µm
net75,31.41µm
_01103_,31.36µm
_01105_,31.36µm
_01576_,31.36µm
_02199_,31.36µm
_02350_,31.36µm
_02829_,31.36µm
_03144_,31.36µm
_04074_,31.36µm
_01445_,30.95µm
_03552_,30.95µm
_03923_,30.95µm
_04495_,30.95µm
_00617_,30.9µm
_00798_,30.9µm
_00949_,30.9µm
_01574_,30.9µm
_01693_,30.9µm
_02010_,30.9µm
_02023_,30.9µm
_02522_,30.9µm
_04459_,30.9µm
_01198_,30.85µm
_02824_,30.85µm
_03156_,30.85µm
_03176_,30.85µm
_04490_,30.85µm
cfg_phase270_offset_y\[4\],30.85µm
_00990_,30.8µm
_01322_,30.8µm
_01704_,30.8µm
_03515_,30.8µm
_00719_,30.39µm
_01944_,30.39µm
_03417_,30.39µm
signal_processor_x_inst.cycle_count\[1\],30.39µm
_01053_,30.34µm
_01521_,30.34µm
_01662_,30.34µm
_01703_,30.34µm
_01792_,30.34µm
_01889_,30.34µm
_03399_,30.34µm
_04124_,30.34µm
_01482_,30.29µm
_01491_,30.29µm
_02229_,30.29µm
_02812_,30.29µm
_03986_,30.29µm
_04145_,30.29µm
_01360_,30.24µm
_01572_,30.24µm
_03236_,30.24µm
_01741_,29.88µm
_00790_,29.83µm
delay_wave_cycle_y\[2\],29.83µm
net685,29.82µm
net707,29.82µm
_00837_,29.78µm
_01407_,29.78µm
_02295_,29.78µm
_02387_,29.78µm
_03937_,29.78µm
count\[19\],29.78µm
wave_controller_x_inst.wave_cycle_cnt\[0\],29.78µm
_00938_,29.73µm
_01607_,29.73µm
_01624_,29.73µm
_01861_,29.73µm
_02095_,29.73µm
_03300_,29.73µm
_03333_,29.73µm
_03998_,29.73µm
cfg_phase0_offset_y\[12\],29.73µm
raw_edge2_y\[19\],29.73µm
net574,29.73µm
_01635_,29.68µm
_03181_,29.68µm
_03568_,29.68µm
_03939_,29.68µm
_04160_,29.68µm
_04541_,29.68µm
raw_edge3_x\[5\],29.68µm
wave_controller_y_inst.wave_cycle_cnt\[6\],29.45µm
_01386_,29.27µm
_01784_,29.27µm
_04522_,29.27µm
net394,29.27µm
_00769_,29.22µm
_00846_,29.22µm
_00955_,29.22µm
_01175_,29.22µm
_01185_,29.22µm
_01441_,29.22µm
_02841_,29.22µm
_03869_,29.22µm
_04144_,29.22µm
wave_controller_y_inst.cal_burst_active,29.22µm
_00916_,29.17µm
_01007_,29.17µm
_01381_,29.17µm
_01846_,29.17µm
_02955_,29.17µm
_04538_,29.17µm
_02323_,29.12µm
_04191_,29.12µm
_00981_,28.76µm
_02481_,28.76µm
_00773_,28.71µm
net658,28.7µm
_00575_,28.66µm
_00605_,28.66µm
_00781_,28.66µm
_03409_,28.66µm
net371,28.66µm
_00331_,28.61µm
_00690_,28.61µm
_00891_,28.61µm
_00902_,28.61µm
_01057_,28.61µm
_01307_,28.61µm
_02345_,28.61µm
_02862_,28.61µm
spi_regs_inst.reg_wr_addr\[5\],28.61µm
_00307_,28.56µm
_01549_,28.56µm
_01827_,28.56µm
_02584_,28.56µm
_02689_,28.56µm
_03195_,28.56µm
_04211_,28.56µm
_04453_,28.56µm
_02084_,28.28µm
_00732_,28.25µm
_01533_,28.15µm
_00976_,28.1µm
_02810_,28.1µm
_04462_,28.1µm
raw_edge2_x\[14\],28.1µm
